lsoa_code,lsoa21nm,msoa21cd,msoa21nm,lad22cd,lad22nm,dpi_score,dpi_ci_lower,dpi_ci_upper,_merge,imd_score,imd_income_score,imd_employ_score,imd_edu_score,imd_health_score,imd_crime_score,imd_barriers_score,imd_livenv_score,imd_pop2015,bb_q_dl_core,bb_q_ul_core,bb_q_sfu_core
E01002489,Hillingdon 030C,E02000523,Hillingdon 030,E09000017,Hillingdon,0.98,,,both,15.991,0.106,0.063,12.28,-0.724,0.429,29.696,22.817,1996,156.05,97.65,99.675
E01002503,Hillingdon 027C,E02000520,Hillingdon 027,E09000017,Hillingdon,0.947,,,both,30.981000000000005,0.201,0.118,21.849000000000004,0.421,0.989,30.227,29.414,1785,160.95,96.775,99.8
E01002551,Hillingdon 025C,E02000518,Hillingdon 025,E09000017,Hillingdon,0.942,,,both,21.816,0.152,0.092,23.941,-0.061,0.119,30.686,17.919,1955,140.28,97.32000000000001,99.24
E01034605,Hillingdon 015K,E02000508,Hillingdon 015,E09000017,Hillingdon,0.97,,,both,21.577,0.1,0.083,12.681,-0.034,0.563,40.674,24.705999999999996,2676,130.60833333333332,77.95555555555556,88.6888888888889
E01002397,Hillingdon 021C,E02000514,Hillingdon 021,E09000017,Hillingdon,0.969,,,both,26.362,0.162,0.1,19.866,-0.111,0.761,33.777,32.654,1955,121.125,87.275,96.85
E01002402,Hillingdon 024C,E02000517,Hillingdon 024,E09000017,Hillingdon,0.945,,,both,24.385999999999996,0.153,0.107,22.205999999999996,-0.231,0.648,29.156,27.295,1597,137.35,99.375,100.0
E01002408,Hillingdon 019A,E02000512,Hillingdon 019,E09000017,Hillingdon,0.936,,,both,31.015,0.193,0.124,27.381999999999998,0.8,0.268,32.005,26.919,1540,145.56,95.14,100.0
E01002506,Hillingdon 027E,E02000520,Hillingdon 027,E09000017,Hillingdon,0.964,,,both,32.981,0.196,0.122,23.387,0.193,1.18,39.771,26.015,2177,118.75999999999999,89.74,97.86
E01002508,Hillingdon 026E,E02000519,Hillingdon 026,E09000017,Hillingdon,0.932,,,both,34.585,0.223,0.142,26.853,0.09,1.294,32.597,26.786,2067,119.46,93.42,99.7
E01002539,Hillingdon 005D,E02000498,Hillingdon 005,E09000017,Hillingdon,0.958,,,both,7.115,0.05800000000000001,0.047,6.321,-0.9,-0.225,18.41,11.795,1643,124.75999999999999,85.94,99.7
E01002552,Hillingdon 025D,E02000518,Hillingdon 025,E09000017,Hillingdon,0.951,,,both,29.289,0.153,0.09400000000000001,38.148,-0.17,1.776,26.358,20.776,1661,132.39999999999998,94.85,99.55
E01002425,Hillingdon 018D,E02000511,Hillingdon 018,E09000017,Hillingdon,0.96,,,both,23.941,0.149,0.091,28.199,-0.11,0.527,32.104,21.86,1875,126.08,96.44,100.0
E01002451,Hillingdon 014B,E02000507,Hillingdon 014,E09000017,Hillingdon,0.971,,,both,7.125,0.05099999999999999,0.04499999999999999,8.891,-0.789,-0.223,17.161,14.461,1553,174.3,99.6,99.825
E01002453,Hillingdon 014D,E02000507,Hillingdon 014,E09000017,Hillingdon,0.947,,,both,11.258000000000001,0.081,0.05,11.161,-0.388,-0.377,19.704,26.166,1730,174.32,96.28,100.0
E01002467,Hillingdon 009B,E02000502,Hillingdon 009,E09000017,Hillingdon,0.898,,,both,5.772,0.044,0.041,7.922,-0.92,-0.444,16.842,12.029,1542,141.84,88.78,100.0
E01002490,Hillingdon 030D,E02000523,Hillingdon 030,E09000017,Hillingdon,0.973,,,both,21.801,0.127,0.073,23.595,-0.584,0.534,29.948,38.502,2328,132.35999999999999,90.96000000000001,99.72
E01002526,Hillingdon 028C,E02000521,Hillingdon 028,E09000017,Hillingdon,0.976,,,both,28.751,0.153,0.11299999999999999,38.298,0.026,0.717,36.105,21.875,2282,133.785,97.14,99.22
E01002534,Hillingdon 005B,E02000498,Hillingdon 005,E09000017,Hillingdon,0.916,,,both,9.663,0.08,0.049,6.469,-0.579,0.053,19.502,14.534999999999998,1408,135.68,91.92,99.84
E01034612,Hillingdon 027I,E02000520,Hillingdon 027,E09000017,Hillingdon,0.977,,,both,24.978,0.151,0.11900000000000001,17.936,-0.429,0.395,38.465,24.931,2434,162.93,91.36,92.8
E01002401,Hillingdon 024B,E02000517,Hillingdon 024,E09000017,Hillingdon,0.944,,,both,26.638,0.185,0.123,25.449,0.028,0.478,28.257,21.325,2044,129.19,88.12,91.82000000000001
E01002419,Hillingdon 006B,E02000499,Hillingdon 006,E09000017,Hillingdon,0.965,,,both,5.501000000000001,0.047,0.04200000000000001,4.057,-0.884,-0.316,15.161999999999999,12.911,1596,164.84,97.12,100.0
E01002426,Hillingdon 021F,E02000514,Hillingdon 021,E09000017,Hillingdon,0.946,,,both,17.74,0.12200000000000001,0.085,15.623,-0.479,0.05399999999999999,24.764,27.953,1795,127.52000000000001,98.36,99.88
E01002437,Hillingdon 006E,E02000499,Hillingdon 006,E09000017,Hillingdon,0.911,,,both,5.755,0.041,0.032,1.7340000000000002,-1.189,-0.625,26.742,13.998999999999999,1414,120.67999999999999,90.96000000000001,100.0
E01002482,Hillingdon 001E,E02000494,Hillingdon 001,E09000017,Hillingdon,0.959,,,both,3.114,0.026,0.026,0.862,-1.027,-0.641,17.452,10.006,1610,131.71999999999997,79.2,99.84
E01002513,Hillingdon 013D,E02000506,Hillingdon 013,E09000017,Hillingdon,0.925,,,both,12.172,0.073,0.078,5.542,-0.443,0.08,23.114,16.038,1345,147.125,90.725,99.7
E01002537,Hillingdon 009E,E02000502,Hillingdon 009,E09000017,Hillingdon,0.954,,,both,7.146999999999999,0.052,0.044,4.815,-0.631,-0.199,20.233,12.852,1909,134.683333325,81.4,99.85
E01002498,Hillingdon 033C,E02006796,Hillingdon 033,E09000017,Hillingdon,0.946,,,both,8.295,0.052,0.04,6.794,-0.8260000000000001,0.39999999999999997,15.912,19.62,1376,166.925,94.95,99.875
E01002502,Hillingdon 026C,E02000519,Hillingdon 026,E09000017,Hillingdon,0.947,,,both,29.205,0.184,0.129,33.577,0.162,0.587,31.472,18.778,1668,143.5,99.6,99.8
E01002543,Hillingdon 020E,E02000513,Hillingdon 020,E09000017,Hillingdon,0.949,,,both,30.671,0.2,0.122,22.858,-0.269,1.111,36.646,24.996,1929,114.16,89.78,99.86
E01002423,Hillingdon 018B,E02000511,Hillingdon 018,E09000017,Hillingdon,0.941,,,both,13.735,0.08,0.075,13.320000000000002,-0.838,0.144,25.0,20.645,1668,138.9,95.1,99.2
E01002449,Hillingdon 032C,E02000525,Hillingdon 032,E09000017,Hillingdon,0.973,,,both,21.375,0.139,0.075,15.13,-0.252,0.144,41.83,21.962,2019,106.04,67.96000000000001,89.47999999999999
E01002488,Hillingdon 030B,E02000523,Hillingdon 030,E09000017,Hillingdon,0.968,,,both,18.599,0.107,0.081,18.231,-0.548,0.311,31.368,24.637,1792,159.5,99.625,100.0
E01002545,Hillingdon 023C,E02000516,Hillingdon 023,E09000017,Hillingdon,0.968,,,both,42.95600000000001,0.286,0.172,37.642,0.154,0.714,53.191,14.518,1580,142.5,99.45,99.45
E01002549,Hillingdon 025B,E02000518,Hillingdon 025,E09000017,Hillingdon,0.947,,,both,21.154,0.121,0.097,19.16,-0.252,0.355,34.096,20.021,1842,124.94000000000001,82.03999999999999,100.0
E01034601,Hillingdon 015G,E02000508,Hillingdon 015,E09000017,Hillingdon,0.96,,,both,21.833,0.134,0.092,9.694,-0.127,0.41,36.957,25.953,1977,123.52333334,62.05999999999999,90.03999999999999
E01002411,Hillingdon 022A,E02000515,Hillingdon 022,E09000017,Hillingdon,0.959,,,both,23.999,0.124,0.077,46.055,0.012,0.452,31.737,18.05,1907,144.56,96.4,99.3
E01002435,Hillingdon 007C,E02000500,Hillingdon 007,E09000017,Hillingdon,0.949,,,both,4.163,0.027999999999999997,0.035,2.863,-0.936,-0.658,15.942,16.047,1545,147.95,93.82499999999999,100.0
E01002459,Hillingdon 011B,E02000504,Hillingdon 011,E09000017,Hillingdon,0.938,,,both,3.738,0.019,0.033,3.655,-0.966,-0.757,17.835,11.698999999999998,1670,153.0,98.58,100.0
E01002463,Hillingdon 013B,E02000506,Hillingdon 013,E09000017,Hillingdon,0.951,,,both,7.321,0.044,0.05,3.341,-1.009,-0.838,29.722999999999995,10.789,1608,185.75,97.6,99.825
E01002464,Hillingdon 011E,E02000504,Hillingdon 011,E09000017,Hillingdon,0.962,,,both,6.369,0.059,0.041,7.701,-0.579,-0.6840000000000002,14.664,11.706,1597,162.98000000000002,99.0,99.5
E01002478,Hillingdon 002C,E02000495,Hillingdon 002,E09000017,Hillingdon,0.947,,,both,7.519,0.066,0.05,4.301,-0.9029999999999999,-0.35799999999999993,21.105000000000004,10.553,1633,118.02000000000001,76.42,99.42
E01002428,Hillingdon 018F,E02000511,Hillingdon 018,E09000017,Hillingdon,0.958,,,both,12.152,0.075,0.049,17.534,-0.57,0.163,26.069999999999997,12.977999999999998,1511,141.4,96.825,100.0
E01002432,Hillingdon 006D,E02000499,Hillingdon 006,E09000017,Hillingdon,0.94,,,both,6.636,0.05,0.032,2.807,-1.027,0.342,15.742,16.831,1557,121.98000000000002,92.82000000000001,98.53999999999999
E01002436,Hillingdon 004B,E02000497,Hillingdon 004,E09000017,Hillingdon,0.946,,,both,10.954,0.075,0.067,5.991,-0.676,0.099,21.746,15.094,1670,151.95999999999998,97.52000000000001,100.0
E01002448,Hillingdon 032B,E02000525,Hillingdon 032,E09000017,Hillingdon,0.942,,,both,18.249,0.095,0.052,16.65,-0.48699999999999993,0.662,28.207,38.913,2260,101.3,77.45,99.8
E01002455,Hillingdon 019D,E02000512,Hillingdon 019,E09000017,Hillingdon,0.948,,,both,20.172,0.113,0.088,18.198,-0.315,0.912,26.383,18.656000000000002,1813,146.68,96.02000000000001,100.0
E01002470,Hillingdon 007D,E02000500,Hillingdon 007,E09000017,Hillingdon,0.944,,,both,10.721000000000002,0.087,0.048,6.877,-0.764,0.043,20.311999999999998,23.759,1887,132.48000000000002,91.3,99.94
E01002472,Hillingdon 002A,E02000495,Hillingdon 002,E09000017,Hillingdon,0.942,,,both,8.241,0.081,0.042,4.809,-0.648,-0.485,22.895,10.391,1714,114.25,81.51666666666667,99.83333333333333
E01002496,Hillingdon 033A,E02006796,Hillingdon 033,E09000017,Hillingdon,0.945,,,both,16.8,0.099,0.067,16.876,-0.30099999999999993,-0.06,28.655,30.401,1858,136.6,96.55,99.39999999999999
E01002519,Hillingdon 022D,E02000515,Hillingdon 022,E09000017,Hillingdon,0.957,,,both,29.904,0.163,0.125,29.394,0.361,0.631,33.797,29.51,1469,103.60833333333333,68.88333333333334,97.76666666666667
E01032577,Hillingdon 033E,E02006796,Hillingdon 033,E09000017,Hillingdon,0.954,,,both,10.313000000000002,0.072,0.043,13.857,-0.753,-0.025999999999999995,20.954,20.436,1778,170.98,97.52,99.82000000000001
E01002481,Hillingdon 004E,E02000497,Hillingdon 004,E09000017,Hillingdon,0.939,,,both,19.065,0.149,0.10499999999999998,10.393,-0.451,-0.235,34.045,10.206000000000001,1674,142.32,87.72,100.0
E01002535,Hillingdon 007E,E02000500,Hillingdon 007,E09000017,Hillingdon,0.955,,,both,8.346,0.062,0.043,3.552,-0.849,0.001,18.846,23.299,1959,123.92666666,87.8,98.62
E01002536,Hillingdon 009D,E02000502,Hillingdon 009,E09000017,Hillingdon,0.966,,,both,9.06,0.064,0.04700000000000001,7.591,-0.278,-0.7520000000000001,24.69,13.156,1469,100.92,78.0,100.0
E01002540,Hillingdon 020C,E02000513,Hillingdon 020,E09000017,Hillingdon,0.946,,,both,27.799,0.177,0.117,23.516,0.14,0.876,33.359,15.182999999999998,1780,111.53999999999999,89.6,99.44
E01002509,Hillingdon 017D,E02000510,Hillingdon 017,E09000017,Hillingdon,0.941,,,both,8.183,0.047,0.033,6.977000000000001,-0.937,-0.008,25.698,20.058,1386,165.3,100.0,100.0
E01002525,Hillingdon 029B,E02000522,Hillingdon 029,E09000017,Hillingdon,0.944,,,both,19.294,0.095,0.055,11.935,-0.199,1.406,19.161,34.789,1673,121.54,77.92,100.0
E01002412,Hillingdon 017B,E02000510,Hillingdon 017,E09000017,Hillingdon,0.96,,,both,13.287,0.065,0.06,10.976,-0.45600000000000007,0.533,28.535,14.154,2362,120.84285714285714,72.32857142857144,99.65714285714286
E01002414,Hillingdon 015A,E02000508,Hillingdon 015,E09000017,Hillingdon,0.952,,,both,8.777,0.033,0.013,10.12,-0.45099999999999996,-0.182,31.610999999999997,16.823,4597,142.04000000000002,82.9,97.8
E01002460,Hillingdon 011C,E02000504,Hillingdon 011,E09000017,Hillingdon,0.933,,,both,6.577,0.058,0.038,3.696,-0.834,-0.327,16.678,18.729,1320,124.12,83.7,94.86
E01002462,Hillingdon 011D,E02000504,Hillingdon 011,E09000017,Hillingdon,0.983,,,both,6.945,0.025,0.023,1.477,-1.391,-0.722,38.686,10.974,1443,167.15,95.675,99.85
E01002477,Hillingdon 001D,E02000494,Hillingdon 001,E09000017,Hillingdon,0.957,,,both,9.978,0.083,0.063,2.749,-0.317,-0.499,23.462,8.477,1317,130.25,82.0,97.35
E01002479,Hillingdon 004C,E02000497,Hillingdon 004,E09000017,Hillingdon,0.948,,,both,19.628,0.139,0.098,11.596,0.002,0.113,32.159,10.021,1694,151.85999999999999,90.66,99.6
E01002480,Hillingdon 004D,E02000497,Hillingdon 004,E09000017,Hillingdon,0.968,,,both,4.074,0.035,0.029,2.414,-1.405,-0.733,23.132,8.196,1750,150.38333333333333,96.21666666666665,99.53333333333335
E01002548,Hillingdon 025A,E02000518,Hillingdon 025,E09000017,Hillingdon,0.93,,,both,32.004,0.219,0.124,42.224,0.409,0.253,32.373,21.385,1704,108.1,83.96000000000001,98.28
E01034607,Hillingdon 016H,E02000509,Hillingdon 016,E09000017,Hillingdon,0.946,,,both,10.113,0.05,0.025,13.274,-0.61,-0.24000000000000002,30.006,23.303,6606,118.69999999999999,86.45555555555556,98.37777777777778
E01002392,Hillingdon 020A,E02000513,Hillingdon 020,E09000017,Hillingdon,0.958,,,both,35.128,0.229,0.148,36.41899999999999,0.291,0.877,36.719,14.363,1919,127.12,97.34,100.0
E01002485,Hillingdon 002F,E02000495,Hillingdon 002,E09000017,Hillingdon,0.954,,,both,15.274,0.101,0.076,7.257,-0.244,0.185,25.708,21.939,2058,128.48333333333332,90.60000000000001,99.78333333333335
E01002541,Hillingdon 023A,E02000516,Hillingdon 023,E09000017,Hillingdon,0.958,,,both,14.753,0.089,0.054,12.134,-0.753,0.564,33.95,12.728,2067,109.23333333333333,72.39999999999999,98.64999999999999
E01002544,Hillingdon 023B,E02000516,Hillingdon 023,E09000017,Hillingdon,0.97,,,both,14.322,0.082,0.052,9.658,-0.438,-0.066,40.024,12.643,1901,156.45999999999998,94.06,99.67999999999999
E01002433,Hillingdon 004A,E02000497,Hillingdon 004,E09000017,Hillingdon,0.961,,,both,16.922,0.11100000000000002,0.086,14.259,-0.906,-0.007,33.677,15.608999999999998,2463,139.97857142857143,87.42857142857143,99.45714285714287
E01002486,Hillingdon 028A,E02000521,Hillingdon 028,E09000017,Hillingdon,0.965,,,both,24.901,0.174,0.097,25.068,-0.576,0.276,38.299,24.115,2378,146.51999999999998,96.96000000000001,97.12
E01002495,Hillingdon 010E,E02000503,Hillingdon 010,E09000017,Hillingdon,0.952,,,both,10.037,0.071,0.045,11.137,-0.831,-0.367,25.27,19.432,2278,101.18333333333334,46.1,100.0
E01002516,Hillingdon 013E,E02000506,Hillingdon 013,E09000017,Hillingdon,0.971,,,both,7.515,0.04200000000000001,0.044,2.726,-0.7810000000000001,0.046,24.546,14.381,1533,157.625,88.9,100.0
E01002520,Hillingdon 016B,E02000509,Hillingdon 016,E09000017,Hillingdon,0.966,,,both,19.737,0.164,0.092,18.901,-0.38300000000000006,-0.79,31.894,16.497,1704,110.96,73.7,91.96000000000001
E01002521,Hillingdon 016C,E02000509,Hillingdon 016,E09000017,Hillingdon,0.952,,,both,29.236,0.205,0.122,11.263,0.8579999999999999,0.34,35.428,17.137,2007,84.91428571428571,60.142857142857146,74.94285714285715
E01034608,Hillingdon 022G,E02000515,Hillingdon 022,E09000017,Hillingdon,0.985,,,both,27.843,0.168,0.105,13.653,-0.189,1.558,31.169,26.618,3189,120.271875,61.6625,94.1625
E01002430,Hillingdon 007A,E02000500,Hillingdon 007,E09000017,Hillingdon,0.947,,,both,6.105,0.023999999999999997,0.034,2.566,-1.054,0.011999999999999999,26.18,12.302,1443,138.15,97.8,100.0
E01002439,Hillingdon 003B,E02000496,Hillingdon 003,E09000017,Hillingdon,0.928,,,both,17.002,0.11300000000000002,0.08099999999999999,17.282,0.298,-0.08500000000000002,22.496,11.212,1585,115.32000000000001,88.6,99.4
E01002512,Hillingdon 013C,E02000506,Hillingdon 013,E09000017,Hillingdon,0.945,,,both,6.058,0.049,0.034,1.597,-1.176,0.052,20.193,13.993999999999998,1981,140.32999999999998,89.5,98.5
E01002434,Hillingdon 007B,E02000500,Hillingdon 007,E09000017,Hillingdon,0.945,,,both,5.524,0.029999999999999995,0.026000000000000002,3.058,-1.047,0.262,15.805,18.483,1371,130.075,86.15,98.9
E01002476,Hillingdon 001C,E02000494,Hillingdon 001,E09000017,Hillingdon,0.963,,,both,4.554,0.046,0.03,0.806,-1.272,-0.382,20.79,9.188,1486,113.7,64.08,97.92
E01002497,Hillingdon 033B,E02006796,Hillingdon 033,E09000017,Hillingdon,0.961,,,both,15.001,0.113,0.05899999999999999,15.757000000000001,-0.731,0.275,24.476,22.452,2011,140.07500000000002,85.56666666666666,97.53333333333335
E01002505,Hillingdon 026D,E02000519,Hillingdon 026,E09000017,Hillingdon,0.957,,,both,36.03,0.213,0.142,21.064,0.373,1.166,39.166,33.532,1865,109.67999999999999,95.6,99.46000000000001
E01002507,Hillingdon 027F,E02000520,Hillingdon 027,E09000017,Hillingdon,0.965,,,both,21.013,0.149,0.063,13.843,-0.65,0.884,34.851,24.254,1986,144.375,96.75,99.25
E01002527,Hillingdon 031D,E02000524,Hillingdon 031,E09000017,Hillingdon,0.945,,,both,27.692,0.197,0.117,22.445,0.292,0.728,26.817,20.806,1590,109.44000000000001,67.4,99.14
E01002538,Hillingdon 005C,E02000498,Hillingdon 005,E09000017,Hillingdon,0.938,,,both,12.169,0.09200000000000001,0.069,10.702,-0.286,-0.341,21.837,11.587,1584,118.56666666666668,93.3,99.8
E01002400,Hillingdon 024A,E02000517,Hillingdon 024,E09000017,Hillingdon,0.949,,,both,26.723,0.178,0.101,27.636,0.094,0.636,31.179,23.591999999999995,1825,159.0,97.2,100.0
E01002440,Hillingdon 003C,E02000496,Hillingdon 003,E09000017,Hillingdon,0.945,,,both,20.207,0.115,0.083,28.071999999999996,0.282,0.111,29.626,8.485,1522,125.88,92.24,95.52000000000001
E01002474,Hillingdon 002B,E02000495,Hillingdon 002,E09000017,Hillingdon,0.957,,,both,10.473000000000003,0.088,0.053000000000000005,4.816,-0.791,-0.087,24.299,16.327,1639,125.35999999999999,85.58,99.14
E01002405,Hillingdon 027A,E02000520,Hillingdon 027,E09000017,Hillingdon,0.961,,,both,23.452,0.14,0.094,25.027,0.081,0.633,29.053,20.94,2029,165.95999999999998,96.32000000000001,96.94
E01002442,Hillingdon 003E,E02000496,Hillingdon 003,E09000017,Hillingdon,0.937,,,both,23.76,0.143,0.10800000000000001,32.399,0.089,-0.274,35.204,11.138,1551,147.8,92.86,99.14
E01002475,Hillingdon 001B,E02000494,Hillingdon 001,E09000017,Hillingdon,0.948,,,both,17.647,0.118,0.122,7.387,0.085,-0.86,27.853000000000005,8.68,1429,111.96666666666665,77.33333333333333,98.85000000000001
E01002446,Hillingdon 031B,E02000524,Hillingdon 031,E09000017,Hillingdon,0.965,,,both,21.888,0.086,0.064,21.986,-0.194,1.286,32.287,28.307,1823,137.88,89.67999999999999,99.32000000000001
E01002454,Hillingdon 014E,E02000507,Hillingdon 014,E09000017,Hillingdon,0.95,0.948,0.953,both,19.651,0.133,0.11,18.913,-0.114,0.11,22.877,16.269,1870,177.06,99.06,99.6
E01002458,Hillingdon 011A,E02000504,Hillingdon 011,E09000017,Hillingdon,0.948,,,both,7.079999999999999,0.034,0.044,4.554,-1.275,-0.09499999999999999,26.689999999999998,13.815,1434,138.425,89.7,99.45
E01002494,Hillingdon 009C,E02000502,Hillingdon 009,E09000017,Hillingdon,0.959,,,both,11.192,0.085,0.057,9.06,-0.517,-0.611,24.283,19.850999999999996,1754,137.02,99.1,100.0
E01002533,Hillingdon 005A,E02000498,Hillingdon 005,E09000017,Hillingdon,0.947,,,both,17.077,0.11799999999999998,0.09,18.626,-0.286,-0.112,27.052,11.012,1419,127.67999999999999,98.0,99.67999999999999
E01002447,Hillingdon 031C,E02000524,Hillingdon 031,E09000017,Hillingdon,0.979,,,both,24.211,0.115,0.059,26.354,-0.652,0.112,46.15,45.231,2020,118.8,81.74000000000001,84.97999999999999
E01002461,Hillingdon 013A,E02000506,Hillingdon 013,E09000017,Hillingdon,0.961,,,both,10.271,0.04800000000000001,0.042,4.211,-1.028,-0.37099999999999994,41.039,12.503000000000002,1449,144.9,76.65,95.925
E01002443,Hillingdon 032A,E02000525,Hillingdon 032,E09000017,Hillingdon,0.981,,,both,19.901,0.07399999999999998,0.039,15.9,-0.894,0.833,48.245,30.335,1834,110.325,89.30000000000001,94.275
E01002499,Hillingdon 033D,E02006796,Hillingdon 033,E09000017,Hillingdon,0.947,,,both,12.74,0.08,0.062,9.415,-0.548,-0.532,32.09,17.849,1834,113.5,86.22,91.44
E01002438,Hillingdon 003A,E02000496,Hillingdon 003,E09000017,Hillingdon,0.959,,,both,12.569000000000003,0.068,0.053,13.086000000000002,-0.371,-0.899,38.753,7.537,1340,127.80000000000001,62.125,85.975
E01002473,Hillingdon 001A,E02000494,Hillingdon 001,E09000017,Hillingdon,0.943,,,both,15.968,0.079,0.075,2.106,-0.642,0.11,45.858,10.221,1519,140.52,80.2,97.34
E01002441,Hillingdon 003D,E02000496,Hillingdon 003,E09000017,Hillingdon,0.934,,,both,23.701,0.151,0.099,23.052,0.284,0.748,26.287,12.422,1515,99.55,66.76666666666667,91.06666666666666
E01002444,Hillingdon 031A,E02000524,Hillingdon 031,E09000017,Hillingdon,0.955,,,both,22.563,0.096,0.066,16.185,-0.012,-0.565,53.157,31.326,2089,67.46000000000001,63.14,72.64
E01002580,Hounslow 008C,E02000533,Hounslow 008,E09000018,Hounslow,0.961,,,both,24.639,0.132,0.089,4.397,0.501,0.635,31.822,41.556,1385,126.1,83.32000000000001,98.03999999999999
E01002627,Hounslow 004D,E02000529,Hounslow 004,E09000018,Hounslow,0.965,,,both,28.971,0.213,0.136,19.236,0.305,-0.496,40.358,16.808,1792,133.24,99.28,100.0
E01002673,Hounslow 020E,E02000545,Hounslow 020,E09000018,Hounslow,0.963,,,both,49.209999999999994,0.331,0.209,34.916,0.94,0.526,48.334999999999994,15.572999999999999,1622,156.48,60.0,60.0
E01002689,Hounslow 007E,E02000532,Hounslow 007,E09000018,Hounslow,0.94,,,both,19.261,0.133,0.104,10.992,-0.304,0.014,23.112,31.463,1628,128.13333333333333,97.45,100.0
E01033030,Hounslow 025G,E02000550,Hounslow 025,E09000018,Hounslow,0.992,,,both,18.378,0.077,0.049,10.861,0.033,-0.11,33.637,49.77,2016,61.15,28.849999999999998,92.73333333333333
E01033081,Hounslow 031D,E02006973,Hounslow 031,E09000018,Hounslow,0.977,,,both,24.309999999999995,0.168,0.101,10.984,0.247,0.725,31.745000000000005,18.281,1396,141.92,96.32000000000001,99.06
E01034034,Hounslow 014F,E02000539,Hounslow 014,E09000018,Hounslow,0.976,,,both,12.087,0.065,0.041,3.5300000000000002,-0.709,0.088,26.502,39.323,2678,138.56666666249998,86.9375,99.8
E01034043,Hounslow 030B,E02006972,Hounslow 030,E09000018,Hounslow,0.98,,,both,34.247,0.223,0.125,17.574,-0.102,0.585,37.44,56.53900000000001,2416,181.78214285714284,89.55714285714285,96.85714285714286
E01002567,Hounslow 006C,E02000531,Hounslow 006,E09000018,Hounslow,0.955,,,both,21.331000000000003,0.118,0.062,3.849,-0.562,1.383,23.409999999999997,46.365,1645,133.53333333333333,92.41666666666667,99.89999999999999
E01002602,Hounslow 027C,E02000552,Hounslow 027,E09000018,Hounslow,0.96,,,both,15.556999999999999,0.081,0.058,17.46,-0.44,-0.41800000000000004,35.73,25.741,1415,154.65,96.225,100.0
E01002690,Hounslow 007F,E02000532,Hounslow 007,E09000018,Hounslow,0.982,,,both,10.253,0.055,0.047,0.453,-0.896,-0.117,26.297,34.205,1438,153.18,88.03999999999999,98.47999999999999
E01033000,Hounslow 025F,E02000550,Hounslow 025,E09000018,Hounslow,0.975,,,both,36.05,0.239,0.154,32.459,0.44899999999999995,0.4,40.629,22.204,1687,106.63333333333333,60.03333333333333,77.39999999999999
E01033083,Hounslow 018F,E02000543,Hounslow 018,E09000018,Hounslow,0.995,,,both,19.670000000000005,0.055,0.03,2.576,-0.53,0.869,42.424,56.136,1971,112.48333333333333,88.06666666666666,88.2
E01034041,Hounslow 018I,E02000543,Hounslow 018,E09000018,Hounslow,0.977,,,both,20.096,0.10300000000000001,0.059,9.426,-0.166,0.868,38.786,26.022,2935,106.94166666666666,86.48333333333333,100.0
E01034046,Hounslow 031B,E02006973,Hounslow 031,E09000018,Hounslow,0.962,,,both,31.74,0.21100000000000002,0.11,15.18,0.732,0.722,39.674,25.042,3297,146.6541666625,93.0,98.55
E01002556,Hounslow 022B,E02000547,Hounslow 022,E09000018,Hounslow,0.952,,,both,16.965,0.114,0.061,15.698,-0.235,-0.217,29.166,30.708,1714,131.54000000000002,98.24,99.84
E01002561,Hounslow 023E,E02000548,Hounslow 023,E09000018,Hounslow,0.96,,,both,34.677,0.246,0.146,44.665,0.085,0.001,41.103,14.183,1411,163.425,100.0,100.0
E01002588,Hounslow 016B,E02000541,Hounslow 016,E09000018,Hounslow,0.958,,,both,37.79,0.274,0.17100000000000004,42.939,0.142,-0.075,41.351,16.067,1839,70.34,9.739999999999998,62.48
E01002600,Hounslow 025D,E02000550,Hounslow 025,E09000018,Hounslow,0.967,,,both,27.138,0.16900000000000004,0.10299999999999998,36.925,-0.167,0.45499999999999996,29.312,32.556,1527,126.5,99.8,99.8
E01002613,Hounslow 024F,E02000549,Hounslow 024,E09000018,Hounslow,0.959,,,both,18.663,0.12,0.079,18.14,-0.077,-0.152,27.336,28.375,1816,138.56,99.56,100.0
E01002646,Hounslow 017B,E02000542,Hounslow 017,E09000018,Hounslow,0.972,,,both,29.885,0.211,0.118,13.973,0.255,0.193,41.424,31.453000000000003,2232,122.15,85.52000000000001,100.0
E01002656,Hounslow 019D,E02000544,Hounslow 019,E09000018,Hounslow,0.967,,,both,14.958,0.075,0.066,8.567,-0.178,-0.426,34.55,26.382,1295,149.35,97.375,100.0
E01002665,Hounslow 016E,E02000541,Hounslow 016,E09000018,Hounslow,0.947,,,both,23.173,0.164,0.091,13.027,0.118,0.089,35.423,26.992,1665,130.1,96.65,100.0
E01034032,Hounslow 006G,E02000531,Hounslow 006,E09000018,Hounslow,0.972,,,both,24.157,0.158,0.086,11.761,-0.012,0.309,28.162000000000003,48.396,2421,131.69166666249998,64.475,91.0
E01002574,Hounslow 001D,E02000526,Hounslow 001,E09000018,Hounslow,0.962,,,both,10.811,0.05800000000000001,0.037,2.533,-0.987,0.383,24.389999999999997,34.972,1604,153.45999999999998,90.82000000000001,99.3
E01002616,Hounslow 027E,E02000552,Hounslow 027,E09000018,Hounslow,0.946,,,both,17.155,0.102,0.068,23.838,-0.025,-0.053,23.950999999999997,24.358,1490,157.45,92.65,98.925
