lsoa_code,PC1,PC2
E01000376,0.21439686408750278,0.1002527083356345
E01000408,1.7962265450248445,2.317714376786016
E01000434,7.236285230007925,-4.194630512527976
E01000335,1.6041358007999509,1.9709249310964525
E01000430,-0.6375674250781059,0.3553084223316438
E01000447,-1.2987703628885385,-0.846416188226274
E01000381,4.4140933712809165,-2.863271277937839
E01000466,1.7348065262103254,0.483904242251301
E01000383,1.6136874239664443,-0.7571443882077863
E01000471,1.1971943813431098,5.846336259580669
E01000509,5.010526141546159,1.6982307059414443
E01000522,3.2613042536975434,2.6908602948499825
E01000532,-0.4041860425739157,-0.6895360155900524
E01000546,0.21745951960156307,-1.405470486813762
E01000547,-1.0280277305270504,0.7381436352070503
E01000549,-2.9150940673584143,-0.4991767103545493
E01000552,3.2287122525761554,-0.5730703538776974
E01000556,3.1777300601322187,4.103829921987834
E01000559,2.073164565209213,-3.556342143323379
E01000561,-0.11631199408540183,-1.0310519274930856
E01000584,-1.5522615806187166,0.41782361984539956
E01000585,-2.5617328610642693,0.48170243031582327
E01000599,4.812993114864585,-1.5476642637014852
E01000603,4.563442754186333,-0.2946371246857992
E01000611,-0.5389580434881791,3.0414536548065274
E01000616,0.6743996738620802,4.0708426445161185
E01000637,2.09254002555895,1.9514257680672322
E01033485,4.125733607991728,2.178608017533381
E01033941,-2.455828120835268,1.1339215284957855
E01000505,0.3040820732589797,1.4050193475511075
E01000508,5.151663788707811,2.426169049892917
E01000523,3.7761932710370005,3.2725497989315913
E01000531,2.8988028830052883,-1.4958227883595492
E01000544,1.5736415024528523,-0.39900015732117805
E01000545,0.5051743421811864,0.137775187660458
E01000548,1.367385876973131,-0.7410000545550809
E01000551,3.7362138698519862,-0.6346687245434915
E01000553,2.457129927389427,3.194132250549717
E01000570,1.8930715664407562,2.855194028763905
E01000572,-2.2778409855053297,3.7133351678357496
E01000579,-0.44417583401348437,-1.113398526630994
E01000593,0.612559070812999,3.73952779454867
E01000629,0.5188350781591006,4.456649118194979
E01033455,4.585986653823207,2.8524949815919176
E01033933,5.097882597152168,4.023837752733007
E01000483,4.149956872608847,2.025608558816742
E01000513,1.9127618885988191,2.0994986115349645
E01000517,-0.3930525776030427,3.3324182422306743
E01000526,6.767196989589045,-1.4377049984200803
E01000550,3.605254618485548,-2.9583127090310177
E01000557,1.4781906434643781,0.7188602355802824
E01000558,0.19245379180115188,-0.8427086299283472
E01000560,-2.2234710262533555,-0.0820489316949851
E01000567,0.19839232256426342,1.4455288371273352
E01000574,-1.806655871571459,4.913036025390853
E01000581,-2.7039617457599507,-0.647447892657818
E01000592,0.9395124068882569,2.5488990072216247
E01000602,5.19281284060266,1.0999910658804561
E01000606,1.0952903816043422,3.800533124342903
E01000607,0.14810089290769995,4.835009336842189
E01000619,1.817486153399497,4.447402653351555
E01000639,-0.5803388419060443,2.8953267628645745
E01000642,0.7373197056662348,0.9156931404027445
E01000644,1.5885584836467443,0.4635760171796981
E01033457,-0.5860981983367247,4.824671339920332
E01033935,2.31956932342846,4.753067553194227
E01000490,-0.36237129689327896,-1.1129492118617283
E01000493,-1.9194403189582658,1.3287583359277242
E01000504,-0.6097380320200464,-0.8419811720731627
E01000514,-0.9351302641459652,3.951413398503779
E01000520,1.6415747496533555,2.0319283035360356
E01000521,8.013346418667515,0.627659560996014
E01000530,-1.6983014405347199,0.9525386414329102
E01000555,-1.188866873061022,1.7954177656671013
E01000594,0.136089095333218,5.894620310344269
E01000595,6.51561774503481,2.4611181376615527
E01000612,1.6080416055564952,3.348816391791407
E01000613,1.0275933715495331,1.9415983997750235
E01000617,1.9456161379041623,3.197367740111884
E01000632,1.8026628443214812,6.315358854461097
E01000640,2.907363564265442,4.232556380409722
E01033930,1.8342075035482721,2.2831047618387283
E01000488,0.023609874886673102,1.3363971772792016
E01000492,-2.2543059329668136,0.7529068556713719
E01000512,-0.9253909221142239,1.234998782234408
E01000528,4.4363210228619385,-0.18239452741809745
E01000541,0.05642512720827531,2.667852176516406
E01000569,-2.480908310855674,1.4567908685175457
E01000573,-0.8954642541139647,4.826823885491495
E01000583,-1.8997325423179046,-0.39763007999223254
E01000636,0.31048158529593073,4.597757229952289
E01000641,3.8696086626568365,1.5910135069184914
E01000485,4.632133410636804,0.46131654807655564
E01000494,0.8769805868285582,-1.318583347864768
E01000507,0.39609742234615336,0.7951464982988652
E01000510,3.4361129609734657,5.030283898988013
E01000525,4.003125965226762,0.8950241650270456
E01000527,4.959920978926062,1.7118615430526936
E01000534,-1.1313457274234249,1.1155083140175501
E01000554,0.698315260146905,1.0321029932269157
E01000604,5.941900201760985,1.2873498252506617
E01000605,7.026010058220564,1.162980206839024
E01000634,0.8662635215753296,4.521475648960958
