lsoa_code,lsoa21nm,msoa21cd,msoa21nm,lad22cd,lad22nm,dpi_score,dpi_ci_lower,dpi_ci_upper,imd_score,imd_income_score,imd_employ_score,imd_edu_score,imd_health_score,imd_crime_score,imd_barriers_score,imd_livenv_score,imd_pop2015,bb_q_dl_core,bb_q_ul_core,bb_q_sfu_core,crime_count_window,crime_rate_per_1000_window,crime_rate_per_1000_window_log1p
E01001329,Ealing 009D,E02000246,Ealing 009,E09000009,Ealing,0.961,,,24.129,0.175,0.086,17.717,-0.131,0.54,35.962,22.497,1830,115.84,92.54,100.0,78.0,42.62295081967213,3.775583406804378
E01001341,Ealing 005A,E02000242,Ealing 005,E09000009,Ealing,0.952,,,12.828,0.084,0.044,13.276,-0.9780000000000001,-0.484,30.821,30.068,1765,132.35,95.7,98.725,93.0,52.69121813031161,3.9832494523930033
E01001351,Ealing 025E,E02000262,Ealing 025,E09000009,Ealing,0.955,,,28.006,0.162,0.101,4.474,0.131,1.295,34.369,37.51,1999,103.02000000000001,78.62,91.96000000000001,384.0,192.096048024012,5.2631877232696365
E01001197,Ealing 021B,E02000258,Ealing 021,E09000009,Ealing,0.95,,,22.601999999999997,0.131,0.11,7.279,-0.014,0.36,33.653,30.943,1829,126.7,94.53999999999999,98.36,89.0,48.66047020229634,3.9052092484664547
E01001290,Ealing 022D,E02000259,Ealing 022,E09000009,Ealing,0.966,,,12.68,0.076,0.059,2.638,-0.5540000000000002,-0.269,29.074,31.355,1919,94.2,62.46,100.0,113.0,58.884835852006255,4.092423315342131
E01001327,Ealing 009B,E02000246,Ealing 009,E09000009,Ealing,0.955,,,30.832,0.193,0.131,20.931,-0.102,0.7790000000000001,40.946,26.181,1833,118.05999999999999,93.78,99.86,172.0,93.835242771413,4.55214109936777
E01001330,Ealing 008D,E02000245,Ealing 008,E09000009,Ealing,0.951,,,42.88199999999999,0.274,0.184,24.712,0.07999999999999999,0.714,57.926,28.276,1722,81.28,75.16,93.86,160.0,92.91521486643438,4.542392405744727
E01001365,Ealing 026F,E02000263,Ealing 026,E09000009,Ealing,0.987,,,28.015,0.153,0.111,21.762,0.287,-0.139,46.057,27.449,2279,64.62,97.84,100.0,205.0,89.95173321632295,4.510328961586543
E01001370,Ealing 044A,E02006971,Ealing 044,E09000009,Ealing,0.98,,,25.905,0.14,0.094,27.555,-0.202,0.699,38.48,26.362,2029,54.95,7.1,89.45,186.0,91.67077378018729,4.529053145409292
E01001248,Ealing 035A,E02000272,Ealing 035,E09000009,Ealing,0.941,,,17.386,0.125,0.085,9.809,-0.452,0.07,28.422000000000004,24.091999999999995,1497,151.62,94.47999999999999,99.53999999999999,71.0,47.42818971275886,3.8800820762566457
E01001280,Ealing 011D,E02000248,Ealing 011,E09000009,Ealing,0.95,,,13.686000000000002,0.079,0.043,6.333,-0.886,-0.336,38.65,30.658,1828,120.33333333333333,83.39999999999999,100.0,72.0,39.38730853391685,3.6985155904130864
E01034027,Ealing 015G,E02000252,Ealing 015,E09000009,Ealing,0.976,,,24.534,0.125,0.067,15.067,-0.562,-0.21100000000000002,55.543,40.163,3636,109.60357142857143,56.114285714285714,98.57142857142857,307.0,84.43344334433444,4.447737632383503
E01001273,Ealing 041C,E02006968,Ealing 041,E09000009,Ealing,0.947,,,9.462,0.045,0.033,2.153,-1.152,0.07,29.45,30.917,1693,130.88,96.56,100.0,87.0,51.388068517424685,3.958678865350257
E01001309,Ealing 001C,E02000238,Ealing 001,E09000009,Ealing,0.953,,,15.083000000000002,0.095,0.045,11.311000000000002,-0.799,0.409,32.069,28.41,1828,120.78,92.26,99.82000000000001,100.0,54.70459518599562,4.020062642381304
E01032572,Ealing 040D,E02006791,Ealing 040,E09000009,Ealing,0.971,,,16.309,0.102,0.055,5.780999999999999,-0.255,0.803,27.31,25.925,1507,120.83333333333333,90.91666666666667,98.60000000000001,125.0,82.94625082946251,4.430176722960618
E01001239,Ealing 015C,E02000252,Ealing 015,E09000009,Ealing,0.961,,,32.662,0.206,0.134,16.446,0.145,-0.021,58.732,23.239000000000004,1555,68.325,57.275,99.3,119.0,76.52733118971061,4.350630534701594
E01001246,Ealing 015D,E02000252,Ealing 015,E09000009,Ealing,0.962,,,32.021,0.2,0.117,18.964,-0.339,0.404,45.591,45.732,1468,113.6,88.075,95.125,311.0,211.85286103542234,5.360601133740895
E01001266,Ealing 006B,E02000243,Ealing 006,E09000009,Ealing,0.956,,,16.109,0.091,0.056,10.11,-0.675,0.084,37.866,28.3,1849,125.19999999999999,98.0,98.45,226.0,122.22823147647377,4.814038176442957
E01001272,Ealing 006D,E02000243,Ealing 006,E09000009,Ealing,0.961,,,19.058,0.099,0.068,7.384,-0.418,0.134,40.672999999999995,35.502,1641,121.5,93.8,95.95,191.0,116.39244363193176,4.765522541028929
E01001348,Ealing 007D,E02000244,Ealing 007,E09000009,Ealing,0.958,,,19.431,0.143,0.066,8.322,-0.657,0.271,31.265000000000004,39.249,1655,119.08,95.02000000000001,100.0,217.0,131.1178247734139,4.88369413636506
E01001208,Ealing 018E,E02000255,Ealing 018,E09000009,Ealing,0.956,,,11.841,0.065,0.052,1.458,-0.8800000000000001,0.463,19.995,36.809,1328,116.875,95.45,99.45,87.0,65.51204819277108,4.197383107082594
E01001241,Ealing 024B,E02000261,Ealing 024,E09000009,Ealing,0.954,,,22.203,0.123,0.068,7.446999999999999,-0.513,1.275,35.983,30.872,1572,82.2625,80.64999999999999,99.825,161.0,102.41730279898219,4.638772286556259
E01001267,Ealing 006C,E02000243,Ealing 006,E09000009,Ealing,0.938,,,31.849,0.222,0.126,15.779,-0.019,0.342,45.353,32.736,1992,86.86666666666667,73.43333333333334,100.0,136.0,68.27309236947791,4.238056553299921
E01001284,Ealing 022A,E02000259,Ealing 022,E09000009,Ealing,0.945,,,15.752,0.076,0.06,9.884,-0.513,0.801,23.35,33.419,1513,140.5,98.14,100.0,93.0,61.46728354263053,4.1346429563696905
E01001322,Ealing 004C,E02000241,Ealing 004,E09000009,Ealing,0.95,,,23.866,0.14899999999999997,0.097,10.133,-0.584,0.892,36.608,28.828,1831,103.88,79.36,92.17999999999999,200.0,109.22992900054615,4.7025684478721965
E01001349,Ealing 006E,E02000243,Ealing 006,E09000009,Ealing,0.925,,,33.598,0.176,0.127,17.264,0.301,1.167,46.091,27.964,1406,115.55000000000001,97.925,100.0,89.0,63.30014224751067,4.163561843488571
E01001344,Ealing 007A,E02000244,Ealing 007,E09000009,Ealing,0.955,,,18.422,0.137,0.08,8.17,-0.759,-0.539,42.382,18.319,2316,125.88333333333333,98.14999999999999,100.0,161.0,69.51640759930916,4.2558454146454485
E01001277,Ealing 011B,E02000248,Ealing 011,E09000009,Ealing,0.98,,,17.535,0.108,0.052,8.0,-0.84,-0.082,38.916,39.184000000000005,1969,138.54000000000002,88.58,98.44,203.0,103.09801929913662,4.645332948534401
E01001308,Ealing 002B,E02000239,Ealing 002,E09000009,Ealing,0.943,,,11.391,0.069,0.034,8.282,-1.159,0.0,34.059,23.575,2018,191.42000000000002,96.42,96.72,67.0,33.201189296333006,3.532260418210511
E01001347,Ealing 007C,E02000244,Ealing 007,E09000009,Ealing,0.949,,,18.682,0.102,0.05199999999999999,13.833000000000002,-0.792,-0.019,44.37799999999999,33.278,1632,137.225,97.4,99.875,269.0,164.828431372549,5.1109537079311265
E01001325,Ealing 009A,E02000246,Ealing 009,E09000009,Ealing,0.944,,,26.632,0.185,0.112,22.688,-0.08400000000000002,0.483,35.495,21.094,1739,131.6,97.46000000000001,99.06,114.0,65.5549166187464,4.1980274206809245
E01001326,Ealing 008C,E02000245,Ealing 008,E09000009,Ealing,0.942,,,33.051,0.194,0.116,18.871,-0.188,0.76,55.973,28.575,1783,113.88,91.36,99.72,177.0,99.27089175546831,4.607875441038406
E01001338,Ealing 029E,E02000266,Ealing 029,E09000009,Ealing,0.954,,,27.178,0.139,0.123,13.632,0.144,-0.019,47.053,28.287,1878,59.65,91.7,97.25,230.0,122.47071352502662,4.816003990497324
E01001339,Ealing 029F,E02000266,Ealing 029,E09000009,Ealing,0.984,,,35.644,0.23799999999999996,0.164,20.452,-0.018,0.074,52.214,21.201,1467,66.775,29.075000000000003,93.4,173.0,117.92774369461486,4.778516112849905
E01001247,Ealing 015E,E02000252,Ealing 015,E09000009,Ealing,0.966,,,21.278,0.119,0.063,12.246,-0.265,0.348,45.088,28.719,2445,134.85999999999999,84.34,98.64,690.0,282.2085889570552,5.646183689597862
E01001220,Ealing 029B,E02000266,Ealing 029,E09000009,Ealing,0.967,,,47.749,0.325,0.192,31.432999999999996,0.10999999999999999,0.9119999999999999,51.97800000000001,28.726,1347,66.85,21.525,99.825,169.0,125.46399406087602,4.839957635722385
E01001337,Ealing 029D,E02000266,Ealing 029,E09000009,Ealing,0.968,,,35.728,0.174,0.145,14.713,0.363,1.298,48.911,26.615,1534,108.083333325,45.7,99.625,315.0,205.34550195567144,5.329551957830024
E01001424,Enfield 030A,E02000306,Enfield 030,E09000010,Enfield,0.97,,,45.659,0.332,0.195,24.906,0.36,0.76,46.489,24.583,1246,109.125,98.85,99.35,76.0,60.99518459069021,4.127056714136692
E01001442,Enfield 002A,E02000278,Enfield 002,E09000010,Enfield,0.937,,,44.482,0.314,0.17599999999999996,38.838,0.466,0.256,42.508,36.758,1814,107.31999999999998,91.0,99.0,161.0,88.75413450937155,4.497074093264125
E01001460,Enfield 024B,E02000300,Enfield 024,E09000010,Enfield,0.946,,,38.272,0.236,0.145,38.786,-0.148,0.592,45.458,39.45,2005,102.8,91.62,99.0,169.0,84.28927680798006,4.446048735082735
E01001462,Enfield 024C,E02000300,Enfield 024,E09000010,Enfield,0.952,,,35.063,0.254,0.137,26.352,-0.663,0.577,46.611,30.919000000000004,1429,133.8,94.1,98.875,85.0,59.482155353393985,4.10234836869319
E01001562,Enfield 037D,E02006793,Enfield 037,E09000010,Enfield,0.973,,,46.641,0.294,0.17,40.126,0.743,-0.073,62.14,35.829,2231,111.64000000000001,86.32000000000001,99.3,121.0,54.23576871358135,4.011610727373795
E01001557,Enfield 033D,E02000309,Enfield 033,E09000010,Enfield,0.956,,,30.164,0.204,0.113,29.579999999999995,-0.354,0.445,42.698,26.920000000000005,1734,134.175,97.85,99.8,105.0,60.55363321799308,4.119908879612837
E01001554,Enfield 037C,E02006793,Enfield 037,E09000010,Enfield,0.95,,,42.024,0.287,0.162,45.91,-0.089,1.077,39.914,26.062,1941,112.86666666666667,94.0,99.08333333333333,245.0,126.22359608449251,4.845946137511221
E01001515,Enfield 015E,E02000291,Enfield 015,E09000010,Enfield,0.946,,,37.118,0.25,0.142,28.083,0.177,-0.032,48.059,36.691,2043,126.55999999999999,94.04,98.3,176.0,86.1478218306412,4.467605778316241
E01001495,Enfield 029A,E02000305,Enfield 029,E09000010,Enfield,0.965,,,12.544,0.07900000000000001,0.049,5.408,-1.004,0.09499999999999999,29.244,30.85,1910,141.14000000000001,83.74,98.52000000000001,144.0,75.39267015706807,4.335886751217393
E01001467,Enfield 031D,E02000307,Enfield 031,E09000010,Enfield,0.965,,,26.454,0.185,0.096,22.694,-0.792,0.106,40.915,36.061,1932,136.12,97.6,99.84,88.0,45.54865424430642,3.8404980934084296
E01001466,Enfield 031C,E02000307,Enfield 031,E09000010,Enfield,0.966,,,28.341,0.203,0.08499999999999999,33.188,-0.569,0.249,40.363,34.764,1814,131.23999999999998,97.53999999999999,99.72,85.0,46.85777287761852,3.8682335472900546
E01033146,Enfield 025F,E02000301,Enfield 025,E09000010,Enfield,0.965,,,37.571,0.256,0.142,33.401,-0.062,0.11099999999999999,58.736,23.111999999999995,1751,109.35999999999999,93.0,97.5,105.0,59.96573386636208,4.110311966442642
E01001391,Enfield 036B,E02000312,Enfield 036,E09000010,Enfield,0.958,,,25.639,0.135,0.094,13.572,-0.243,0.423,47.457,31.357,1876,115.5,77.34,95.34,89.0,47.44136460554371,3.880354089335653
E01001430,Enfield 030E,E02000306,Enfield 030,E09000010,Enfield,0.96,0.958,0.962,42.061,0.297,0.16,39.87,-0.239,0.533,47.43,33.805,1914,105.2,93.84,99.52000000000001,131.0,68.44305120167189,4.240507009502998
E01001448,Enfield 003D,E02000279,Enfield 003,E09000010,Enfield,0.951,,,30.162,0.224,0.13,26.153,-0.352,0.156,40.597,24.739,1860,140.7,96.32000000000001,99.5,112.0,60.215053763440864,4.114393135797826
E01001459,Enfield 024A,E02000300,Enfield 024,E09000010,Enfield,0.942,,,23.802,0.174,0.101,24.406,-0.908,0.413,33.855,22.394,1750,136.64000000000001,97.22,99.62,81.0,46.285714285714285,3.8562082263217494
E01001464,Enfield 027E,E02000303,Enfield 027,E09000010,Enfield,0.949,,,38.337,0.276,0.166,40.486,0.017,0.167,40.471,27.140000000000004,1357,145.6,93.36666666666667,100.0,78.0,57.47973470891673,4.068680278990001
E01001476,Enfield 018A,E02000294,Enfield 018,E09000010,Enfield,0.96,,,28.029000000000003,0.205,0.112,30.763,-0.4759999999999999,0.324,36.73400000000001,24.22,1854,127.25999999999999,96.22,99.36,125.0,67.4217907227616,4.225691351711519
E01001482,Enfield 023B,E02000299,Enfield 023,E09000010,Enfield,0.96,,,38.527,0.24300000000000002,0.151,32.869,-0.253,0.693,47.88,35.409,1940,112.66,95.35999999999999,97.97999999999999,148.0,76.28865979381445,4.347547240999679
E01001487,Enfield 023C,E02000299,Enfield 023,E09000010,Enfield,0.96,,,35.047,0.226,0.149,32.506,-0.23,0.411,44.707,30.991,1979,126.84,95.67999999999999,99.08,171.0,86.40727640222335,4.470578533226081
E01001503,Enfield 018E,E02000294,Enfield 018,E09000010,Enfield,0.95,,,28.155,0.204,0.095,26.957,-0.44,0.466,38.543,31.527,1989,142.3,95.04,97.94,137.0,68.87883358471595,4.246762793436736
E01001517,Enfield 006C,E02000282,Enfield 006,E09000010,Enfield,0.95,,,48.739,0.334,0.209,57.186,0.293,0.468,43.854,16.037,1917,132.02,91.2,98.72,149.0,77.72561293688055,4.3659685527539285
E01001522,Enfield 019B,E02000295,Enfield 019,E09000010,Enfield,0.974,,,14.078,0.12,0.064,12.498,-0.922,-0.466,32.259,10.67,2010,139.52,91.58,96.2,84.0,41.791044776119406,3.756328846492404
E01001555,Enfield 033C,E02000309,Enfield 033,E09000010,Enfield,0.962,,,34.676,0.205,0.128,28.448,-0.509,1.195,44.012,32.87,2039,112.55,93.12,99.36,194.0,95.14467876410005,4.565854127436222
E01001497,Enfield 031E,E02000307,Enfield 031,E09000010,Enfield,0.954,,,23.465999999999998,0.17700000000000002,0.085,14.15,-0.6979999999999998,0.43,40.892,23.021,1476,131.0,96.55,99.65,61.0,41.327913279132794,3.7454467568171954
E01001566,Enfield 029E,E02000305,Enfield 029,E09000010,Enfield,0.979,,,13.927,0.088,0.078,2.928,-0.43099999999999994,-0.234,27.394,26.532,1686,168.7,87.03999999999999,98.76,93.0,55.16014234875445,4.028207294414387
E01001541,Enfield 008D,E02000284,Enfield 008,E09000010,Enfield,0.96,,,9.711,0.063,0.055,6.736,-0.944,-0.429,22.398000000000003,26.13,1523,150.14000000000001,97.24000000000001,99.67999999999999,48.0,31.51674326986211,3.4817551342115247
E01001514,Enfield 016E,E02000292,Enfield 016,E09000010,Enfield,0.969,,,21.731,0.15,0.093,19.2,-0.67,-0.13,32.639,33.825,1854,143.4,93.88,98.86,93.0,50.16181229773463,3.9349934001984423
E01001509,Enfield 014C,E02000290,Enfield 014,E09000010,Enfield,0.964,,,34.342,0.217,0.135,28.429,-0.7660000000000001,0.336,47.773,40.923,1853,119.46,95.92,98.28,165.0,89.04479222881812,4.500307237954274
E01001508,Enfield 012E,E02000288,Enfield 012,E09000010,Enfield,0.972,,,31.853999999999996,0.224,0.116,22.934,-0.29,0.541,45.176,31.038,2082,128.84,89.3,98.9,193.0,92.69932756964457,4.540091012800745
E01001492,Enfield 025E,E02000301,Enfield 025,E09000010,Enfield,0.957,,,32.044,0.212,0.12,27.635,-0.445,0.761,42.595,30.958,2093,128.68,95.92,99.53999999999999,129.0,61.63401815575729,4.137308551524808
E01001491,Enfield 023E,E02000299,Enfield 023,E09000010,Enfield,0.954,,,32.824,0.215,0.127,25.397,-0.264,0.473,44.663,35.051,2055,121.16,85.8,98.56,214.0,104.13625304136254,4.655257156952975
E01001488,Enfield 024E,E02000300,Enfield 024,E09000010,Enfield,0.969,,,30.484,0.21,0.11,29.292,-0.569,0.57,41.769,31.298,2024,102.96,93.12,98.9,136.0,67.19367588932806,4.222351831654343
E01001479,Enfield 023A,E02000299,Enfield 023,E09000010,Enfield,0.962,,,33.274,0.219,0.114,28.961,-0.231,0.516,42.046,42.194,1862,119.92,94.42,99.34,174.0,93.44790547798067,4.548048417714128
E01001447,Enfield 003C,E02000279,Enfield 003,E09000010,Enfield,0.954,,,42.79,0.302,0.187,32.613,0.106,0.214,51.707,19.229,2051,134.41666666666666,94.33333333333333,99.26666666666667,119.0,58.020477815699664,4.077884465308855
E01001446,Enfield 001B,E02000277,Enfield 001,E09000010,Enfield,0.958,,,27.924,0.188,0.114,28.867,-0.514,0.147,36.082,35.771,1875,128.48,87.24,92.82000000000001,95.0,50.666666666666664,3.9448128282511368
E01001435,Enfield 007C,E02000283,Enfield 007,E09000010,Enfield,0.951,,,26.237,0.165,0.088,32.131,-0.55,0.841,32.105,31.11,1500,149.55,96.95,99.0,75.0,50.0,3.9318256327243257
E01001396,Enfield 036D,E02000312,Enfield 036,E09000010,Enfield,0.928,,,19.048,0.145,0.059,12.238,-0.823,0.508,33.461,29.032,1532,137.65,92.55,98.1,89.0,58.09399477806788,4.07912930804908
E01001401,Enfield 016A,E02000292,Enfield 016,E09000010,Enfield,0.968,,,12.406,0.077,0.055,9.817,-1.338,0.29,23.718,29.21,1375,145.85,99.25,99.8,34.0,24.727272727272727,3.247551624844867
E01001428,Enfield 027C,E02000303,Enfield 027,E09000010,Enfield,0.955,,,38.085,0.242,0.168,38.102,-0.189,0.422,44.934,31.141,1812,127.02000000000001,95.52000000000001,99.28,139.0,76.71081677704194,4.352994459744244
E01001431,Enfield 033A,E02000309,Enfield 033,E09000010,Enfield,0.962,,,43.347,0.283,0.163,33.838,-0.126,0.648,53.976,37.52000000000001,1796,122.1,90.32000000000001,97.72,121.0,67.37193763919821,4.224962472012611
E01001432,Enfield 033B,E02000309,Enfield 033,E09000010,Enfield,0.96,,,39.635,0.239,0.134,28.963,-0.051,0.901,47.014,48.375,2070,117.32000000000001,89.17999999999999,98.36,229.0,110.6280193236715,4.715172087643137
E01001458,Enfield 037A,E02006793,Enfield 037,E09000010,Enfield,0.97,,,40.254,0.268,0.17,44.761,0.021,0.283,45.141,27.197,1875,117.02000000000001,95.0,99.56,144.0,76.8,4.354141431184346
E01001485,Enfield 025B,E02000301,Enfield 025,E09000010,Enfield,0.952,,,37.13,0.231,0.123,33.198,-0.254,0.893,46.804,38.902,1979,115.08,91.22,99.7,213.0,107.6301162203133,4.687948682318173
