lsoa_code,lsoa21nm,msoa21cd,msoa21nm,lad22cd,lad22nm,dpi_score,dpi_ci_lower,dpi_ci_upper,imd_score,imd_income_score,imd_employ_score,imd_edu_score,imd_health_score,imd_crime_score,imd_barriers_score,imd_livenv_score,imd_pop2015,bb_q_dl_core,bb_q_ul_core,bb_q_sfu_core,crime_count_window,crime_rate_per_1000_window,crime_rate_per_1000_window_log1p,pct_no_qual,pct_level4plus,pct_low_skill,risk_edu_low,risk_edu_highskill_inverse,pct_disabled,pct_limited_a_lot,pct_limited_a_little,pct_long_term_not_limited,pct_no_long_term_condition,risk_disability_limited,fuel_poverty_pct,risk_fuel_poverty,rDERI_score_0_10,rDERI_decile
E01034184,Greenwich 037F,E02006930,Greenwich 037,E09000011,Greenwich,0.985,,,22.073,0.144,0.074,5.271,-0.248,1.065,21.431,44.378,2077,137.47,85.23333333333333,98.88333333333333,105.0,50.55368319691863,3.9426236569294,6.552419354838709,69.65725806451613,11.088709677419354,11.088709677419354,30.342741935483872,10.162916989914663,3.646237393328161,6.516679596586501,4.034134988363072,85.80294802172227,10.162916989914663,2.59,2.59,2.294596884703905,1
E01001590,Greenwich 014A,E02000326,Greenwich 014,E09000011,Greenwich,0.957,,,18.27,0.132,0.081,6.917999999999999,-0.373,0.504,25.021,29.279,1741,131.03333333333333,88.16666666666667,99.9,86.0,49.39689833429064,3.919929632197302,12.570621468926554,56.00282485875706,18.43220338983051,18.43220338983051,43.99717514124294,14.612676056338028,6.161971830985916,8.450704225352112,6.866197183098592,78.52112676056338,14.612676056338028,11.65,11.65,3.224008626015386,4
E01001631,Greenwich 007B,E02000319,Greenwich 007,E09000011,Greenwich,0.958,,,34.131,0.264,0.165,19.163,0.285,0.207,36.28,21.785,2260,84.27,84.36,98.9,294.0,130.08849557522123,4.875872633869712,20.076726342711,34.46291560102302,32.41687979539642,32.41687979539642,65.53708439897699,15.037950664136623,6.688804554079697,8.349146110056926,4.506641366223909,80.45540796963947,15.037950664136623,9.6,9.6,4.359839482906173,8
E01001632,Greenwich 007C,E02000319,Greenwich 007,E09000011,Greenwich,0.982,,,18.55,0.134,0.071,15.451,-0.295,-0.111,33.862,22.994,2624,109.75,98.4,100.0,111.0,42.301829268292686,3.768194880496985,26.72258837627321,32.83403235470341,37.32774116237268,37.32774116237268,67.16596764529659,14.769381746810598,7.163886162904809,7.60549558390579,4.170755642787047,81.05986261040236,14.769381746810598,16.74,16.74,4.312309370328483,8
E01001638,Greenwich 038A,E02006931,Greenwich 038,E09000011,Greenwich,0.96,,,28.086,0.203,0.11,12.399,0.633,0.022,38.939,21.893,2106,65.1,22.24,95.84,119.0,56.50522317188984,4.051875781449802,21.84154175588865,37.47323340471092,30.62098501070664,30.62098501070664,62.52676659528908,17.847025495750707,9.06515580736544,8.78186968838527,5.382436260623229,76.77053824362606,17.847025495750707,8.04,8.04,5.340361818977284,10
E01001683,Greenwich 017B,E02000329,Greenwich 017,E09000011,Greenwich,0.95,,,22.811,0.157,0.117,15.621,0.1679999999999999,0.037,24.998,26.022,1597,136.76,94.4,100.0,120.0,75.14088916718848,4.332585428942224,23.346938775510203,40.0,32.244897959183675,32.244897959183675,60.0,16.118633139909736,8.63958736299162,7.479045776918117,5.029013539651837,78.85235332043843,16.118633139909736,13.0,13.0,3.797479164160766,6
E01001690,Greenwich 001A,E02000313,Greenwich 001,E09000011,Greenwich,0.943,,,29.707,0.195,0.148,22.329,-0.014,-0.009,44.842,12.432,2120,98.92,75.32000000000001,100.0,128.0,60.37735849056604,4.11704101292123,25.44378698224852,33.0621301775148,36.46449704142012,36.46449704142012,66.9378698224852,17.6196032672112,9.509918319719954,8.109684947491248,4.025670945157526,78.35472578763128,17.6196032672112,5.3,5.3,4.705175906850714,9
E01001696,Greenwich 011B,E02000323,Greenwich 011,E09000011,Greenwich,0.994,,,36.797,0.259,0.126,29.957,0.592,1.149,31.956,26.411,1302,139.7,91.5,97.45,303.0,232.71889400921657,5.454119085556336,13.172448466566117,56.460532931121165,19.70839617898441,19.70839617898441,43.53946706887884,11.469673405909798,4.471228615863142,6.998444790046657,5.248833592534993,83.2814930015552,11.469673405909798,5.93,5.93,3.948280652713475,6
E01001698,Greenwich 015A,E02000327,Greenwich 015,E09000011,Greenwich,0.968,,,29.548,0.236,0.145,18.3,-0.067,0.486,32.616,17.352,1931,106.1,92.92,99.7,136.0,70.42982910409114,4.268715556669145,17.02127659574468,40.92198581560284,26.73758865248227,26.73758865248227,59.07801418439716,14.636696288552011,7.161526398327236,7.475169890224778,3.606900156821746,81.75640355462625,14.636696288552011,13.32,13.32,4.016104316440522,7
E01001702,Greenwich 015D,E02000327,Greenwich 015,E09000011,Greenwich,0.974,,,37.853,0.29,0.156,26.67,0.328,0.272,44.775,17.227,1681,122.225,95.05,99.25,83.0,49.37537180249851,3.919502400934369,26.30208333333333,31.33680555555556,35.50347222222222,35.50347222222222,68.66319444444444,12.78600269179004,6.460296096904441,6.3257065948856,3.364737550471064,83.84925975773889,12.78600269179004,12.24,12.24,5.152518497127141,10
E01001710,Greenwich 005D,E02000317,Greenwich 005,E09000011,Greenwich,0.959,0.957,0.961,33.511,0.259,0.172,26.943,0.391,0.003,31.249,14.595,1819,95.14,86.14,99.86,106.0,58.273776800439805,4.082166995727406,26.931905126243304,32.517214996174445,36.57230298393267,36.57230298393267,67.48278500382555,17.21590909090909,7.386363636363637,9.829545454545457,3.920454545454546,78.86363636363637,17.21590909090909,11.19,11.19,5.11395942106771,9
E01033727,Greenwich 035B,E02006928,Greenwich 035,E09000011,Greenwich,0.969,,,19.531,0.153,0.073,11.745,-0.2269999999999999,0.247,30.503,25.584,2890,125.18571428571428,68.41428571428573,98.04285714285712,418.0,144.63667820069205,4.981115014757447,10.456679470763978,50.87494664959453,14.596670934699103,14.596670934699103,49.125053350405466,12.98413869420878,4.205090372556252,8.779048321652528,5.717447436370343,81.29841386942088,12.98413869420878,7.42,7.42,2.7965607793557523,2
E01033728,Greenwich 035C,E02006928,Greenwich 035,E09000011,Greenwich,0.994,,,9.263,0.057,0.029,5.482,-0.655,-0.063,28.571,21.762,1790,109.81666666666666,26.316666666666663,99.45,87.0,48.60335195530726,3.904058411191572,6.476683937823833,71.9559585492228,10.103626943005182,10.103626943005182,28.0440414507772,9.018718094157686,2.892796369824163,6.125921724333523,5.899035734543392,85.08224617129892,9.018718094157686,2.2,2.2,1.279149374174895,1
E01033732,Greenwich 041E,E02006993,Greenwich 041,E09000011,Greenwich,0.991,,,25.75,0.15,0.073,3.022,0.302,1.114,43.028,25.923,1121,208.975,98.375,99.6,67.0,59.76806422836753,4.107064391573227,6.621004566210045,63.92694063926941,11.073059360730593,11.073059360730593,36.0730593607306,12.652296157450795,4.779756326148079,7.872539831302718,5.154639175257731,82.19306466729147,12.652296157450795,3.23,3.23,1.777335774638613,1
E01033744,Greenwich 007G,E02000319,Greenwich 007,E09000011,Greenwich,0.985,,,29.363,0.1839999999999999,0.119,17.868,0.879,0.365,37.315,14.174,1900,101.1,93.28,100.0,93.0,48.94736842105263,3.910969819443488,20.827067669172934,39.62406015037594,29.924812030075188,29.924812030075188,60.37593984962406,12.9783693843594,5.879090404880754,7.099278979478648,5.0471436494731,81.9744869661675,12.9783693843594,6.3,6.3,4.2747227888218,8
E01034179,Greenwich 035F,E02006928,Greenwich 035,E09000011,Greenwich,0.981,,,30.555,0.236,0.117,13.562,0.444,0.952,30.843,21.783,3227,114.60857142857142,62.07142857142857,100.0,504.0,156.1822125813449,5.057405722074828,11.19281045751634,53.431372549019606,14.787581699346406,14.787581699346406,46.5686274509804,13.703443429374564,5.692199578355587,8.011243851018975,5.130007027406887,81.16654954321855,13.703443429374564,8.03,8.03,3.550962237416914,5
E01034187,Greenwich 039D,E02006991,Greenwich 039,E09000011,Greenwich,0.99,,,11.694,0.036,0.02,3.893,-1.29,0.75,36.338,26.822,2409,155.7111111,88.06666666666666,90.2,478.0,198.4225819842258,5.295426100785618,12.949640287769784,59.08273381294964,19.06474820143885,19.06474820143885,40.91726618705036,14.354066985645932,5.901116427432217,8.452950558213717,5.821371610845295,79.82456140350878,14.354066985645932,2.96,2.96,3.932225216318958,6
E01001693,Greenwich 001C,E02000313,Greenwich 001,E09000011,Greenwich,0.971,,,33.676,0.258,0.142,24.65,0.037,0.511,42.016,13.83,1785,64.17999999999999,24.34,100.0,181.0,101.40056022408965,4.6288921835288175,19.89150090415913,39.69258589511754,29.294755877034355,29.294755877034355,60.30741410488246,14.826700898587934,7.445442875481387,7.381258023106548,3.465982028241335,81.70731707317073,14.826700898587934,10.78,10.78,4.348568541646857,8
E01001664,Greenwich 037B,E02006930,Greenwich 037,E09000011,Greenwich,0.968,,,21.316,0.111,0.083,3.229,0.095,0.334,24.868,53.895,1939,121.43333333333334,80.06666666666666,97.11666666666667,183.0,94.37854564208357,4.557853664715281,8.627450980392156,61.45658263305322,13.50140056022409,13.50140056022409,38.54341736694678,11.608863198458575,4.913294797687861,6.695568400770712,6.8882466281310215,81.5028901734104,11.608863198458575,7.68,7.68,3.720091971577579,6
E01001624,Greenwich 025D,E02000337,Greenwich 025,E09000011,Greenwich,0.945,,,25.331,0.153,0.129,23.138,0.003,0.625,24.275,25.275,1523,119.56,99.54,100.0,91.0,59.75049244911359,4.106775188346052,22.588055130168453,34.99234303215927,31.31699846860643,31.31699846860643,65.00765696784073,17.75184275184275,8.16953316953317,9.582309582309582,6.142506142506143,76.1056511056511,17.75184275184275,13.8,13.8,4.509089951027802,8
E01033734,Greenwich 039B,E02006991,Greenwich 039,E09000011,Greenwich,0.997,,,15.647,0.089,0.056,16.355,-0.21,-0.769,37.623,20.727,1961,171.1,81.60000000000001,99.23333333333332,90.0,45.89495155532891,3.8479100269148176,6.758957654723127,65.14657980456026,10.830618892508143,10.830618892508143,34.85342019543974,11.467576791808874,5.187713310580205,6.279863481228669,5.938566552901023,82.5938566552901,11.467576791808874,3.61,3.61,1.433655320689312,1
E01033735,Greenwich 042D,E02006994,Greenwich 042,E09000011,Greenwich,0.954,,,27.791,0.144,0.071,11.106,0.39,1.174,37.281,41.662,1217,80.45,65.45,71.8,565.0,464.2563681183238,6.142588582947921,18.234723569350145,50.92143549951504,24.830261881668285,24.830261881668285,49.078564500484966,10.6973058637084,3.882725832012678,6.814580031695722,4.833597464342314,84.46909667194929,10.6973058637084,7.7,7.7,4.124651638620598,7
E01001703,Greenwich 011E,E02000323,Greenwich 011,E09000011,Greenwich,0.963,,,31.821,0.243,0.15,16.033,0.457,0.27,36.802,15.889,2003,93.34,93.06,99.5,183.0,91.36295556665004,4.5257259844793785,19.184491978609625,35.49465240641711,29.344919786096256,29.344919786096256,64.50534759358288,13.660413660413662,6.974506974506975,6.685906685906685,3.896103896103896,82.44348244348244,13.660413660413662,10.74,10.74,4.678390607180796,9
E01001697,Greenwich 011C,E02000323,Greenwich 011,E09000011,Greenwich,0.974,,,33.943,0.224,0.136,21.848,0.362,0.652,41.262,27.524,2459,106.8,80.32000000000001,99.88,151.0,61.407076047173646,4.133678667138178,18.56316297010608,40.935390549662486,27.72420443587272,27.72420443587272,59.06460945033752,10.858872493378737,4.918653045781309,5.940219447597428,3.897086643965191,85.24404086265606,10.858872493378737,14.4,14.4,4.4632110081802185,8
E01001671,Greenwich 033B,E02006786,Greenwich 033,E09000011,Greenwich,0.95,,,22.947,0.173,0.1149999999999999,18.023,-0.147,0.332,25.182,20.882,1687,121.91666666666669,95.73333333333332,100.0,121.0,71.72495554238293,4.28668459306974,18.17466561762392,38.31628638867034,28.16679779701023,28.16679779701023,61.68371361132966,14.354066985645932,5.861244019138756,8.492822966507177,5.921052631578947,79.72488038277513,14.354066985645932,14.0,14.0,3.763490882479197,6
E01001650,Greenwich 019B,E02000331,Greenwich 019,E09000011,Greenwich,0.945,,,31.966,0.199,0.156,22.16,0.3360000000000001,0.693,31.719,26.83,1793,126.34,99.2,100.0,133.0,74.17735638594534,4.319850073723482,21.625441696113075,36.32508833922262,31.731448763250885,31.731448763250885,63.67491166077738,18.26608505997819,9.541984732824428,8.724100327153762,3.980370774263904,77.7535441657579,18.26608505997819,15.04,15.04,4.604098959361391,9
E01001634,Greenwich 009C,E02000321,Greenwich 009,E09000011,Greenwich,0.958,,,41.733,0.274,0.204,35.123,0.694,0.54,36.727,16.448,1740,107.88,99.0,100.0,137.0,78.73563218390804,4.378716564730717,26.57657657657657,29.504504504504503,36.63663663663664,36.63663663663664,70.4954954954955,18.433179723502302,10.023041474654375,8.410138248847925,3.3410138248847927,78.2258064516129,18.433179723502302,11.36,11.36,5.43570373085276,10
E01001633,Greenwich 009B,E02000321,Greenwich 009,E09000011,Greenwich,0.95,,,34.156,0.245,0.159,21.632,0.545,0.5,35.144,18.223,1663,109.33333333333331,97.7,99.86666666666667,135.0,81.17859290438966,4.408894841191249,21.733668341708544,36.30653266331658,31.972361809045225,31.972361809045225,63.69346733668342,14.684287812041116,6.118453255017132,8.565834557023983,4.062652961331375,81.25305922662751,14.684287812041116,10.58,10.58,4.776826007271854,9
E01001629,Greenwich 009A,E02000321,Greenwich 009,E09000011,Greenwich,0.951,,,30.376999999999995,0.205,0.125,22.161,-0.075,0.393,46.506,16.914,2376,101.92857142857144,91.5,100.0,167.0,70.28619528619528,4.266702694175178,21.27272727272728,38.48484848484848,29.27272727272728,29.27272727272728,61.51515151515152,15.83372255955161,7.800093414292386,8.033629145259225,4.670714619336758,79.49556282111163,15.83372255955161,9.18,9.18,4.687640845855863,9
E01001620,Greenwich 025A,E02000337,Greenwich 025,E09000011,Greenwich,0.94,,,31.693,0.192,0.138,33.67,0.462,0.596,31.623,22.619,1561,144.5,98.45,100.0,130.0,83.27994875080077,4.43414398085323,25.64724919093851,29.045307443365697,37.13592233009709,37.13592233009709,70.9546925566343,18.520859671302148,8.217446270543615,10.303413400758531,3.729456384323641,77.74968394437421,18.520859671302148,17.98,17.98,4.4083914415164,8
E01001603,Greenwich 031D,E02000343,Greenwich 031,E09000011,Greenwich,0.937,,,36.698,0.228,0.197,33.606,0.686,0.536,28.106,16.443,1736,134.46666666666667,95.9,100.0,136.0,78.34101382488478,4.373755193236013,26.14232209737828,28.61423220973783,36.55430711610487,36.55430711610487,71.38576779026218,21.46924829157176,11.617312072892938,9.851936218678816,4.954441913439635,73.57630979498862,21.46924829157176,10.79,10.79,5.344062083438546,10
E01001583,Greenwich 021C,E02000333,Greenwich 021,E09000011,Greenwich,0.966,,,13.467,0.061,0.045,2.714,-0.783,0.417,33.761,34.021,1638,106.23333333333332,70.0,99.86666666666667,74.0,45.17704517704517,3.83248281697332,7.906626506024097,63.10240963855421,12.5,12.5,36.897590361445786,13.64795918367347,4.400510204081633,9.247448979591836,6.951530612244898,79.40051020408163,13.64795918367347,6.01,6.01,2.8627210549721416,2
E01001579,Greenwich 003E,E02000315,Greenwich 003,E09000011,Greenwich,0.959,,,37.671,0.258,0.161,25.599,0.604,0.728,38.595,20.833,1648,131.56,99.34,100.0,128.0,77.66990291262135,4.365260654231089,22.434915773353755,32.618683001531394,31.62327718223584,31.62327718223584,67.3813169984686,15.619596541786745,7.8962536023054755,7.723342939481268,4.610951008645533,79.76945244956772,15.619596541786745,13.68,13.68,4.303059130695369,8
E01001576,Greenwich 003B,E02000315,Greenwich 003,E09000011,Greenwich,0.954,,,39.498,0.2809999999999999,0.173,28.006,0.656,0.795,36.402,16.859,1855,113.56,98.82,99.12,165.0,88.94878706199461,4.499240475725242,21.78423236514523,38.17427385892116,30.49792531120332,30.49792531120332,61.82572614107884,17.017017017017018,9.05905905905906,7.957957957957958,3.553553553553553,79.42942942942943,17.017017017017018,12.0,12.0,4.934833219438755,9
E01001575,Greenwich 003A,E02000315,Greenwich 003,E09000011,Greenwich,0.966,,,47.53,0.328,0.215,22.888,1.202,0.847,35.542,19.516,1717,125.06,94.3,99.84,195.0,113.5701805474665,4.741187565774648,24.15644171779141,34.43251533742331,35.12269938650307,35.12269938650307,65.56748466257669,17.1900826446281,8.980716253443525,8.209366391184574,4.573002754820936,78.23691460055096,17.1900826446281,12.87,12.87,4.6074185206616285,9
E01033742,Greenwich 007F,E02000319,Greenwich 007,E09000011,Greenwich,0.98,,,13.105,0.078,0.04,7.808,-0.394,-0.19,40.546,12.514,1701,155.12,93.52,100.0,39.0,22.92768959435626,3.1750363487575566,12.453531598513012,55.8550185873606,16.82156133828996,16.82156133828996,44.1449814126394,9.321401938851604,2.684563758389262,6.636838180462341,4.250559284116331,86.42803877703207,9.321401938851604,4.99,4.99,2.0130154357545296,1
E01033746,Greenwich 038E,E02006931,Greenwich 038,E09000011,Greenwich,0.945,,,21.824,0.145,0.085,6.379,-0.406,0.679,23.996,45.728,1394,128.85,89.3,99.61666666666667,80.0,57.38880918220947,4.067124247879732,14.084507042253522,62.46893123446562,18.55840927920464,18.55840927920464,37.53106876553438,15.034013605442176,5.646258503401361,9.387755102040815,6.462585034013606,78.50340136054422,15.034013605442176,9.21,9.21,4.492522686383501,8
E01001572,Greenwich 008B,E02000320,Greenwich 008,E09000011,Greenwich,0.977,,,15.488,0.103,0.066,11.117,-0.5940000000000001,0.2,23.423,32.863,1827,145.4,99.82,100.0,83.0,45.42966611932129,3.837938610951081,18.759124087591243,40.87591240875913,27.73722627737226,27.73722627737226,59.12408759124087,12.233121754183497,5.885747259088286,6.3473744950952105,5.71263704558569,82.05424120023082,12.233121754183497,13.46,13.46,3.118051563074593,3
E01001705,Greenwich 005A,E02000317,Greenwich 005,E09000011,Greenwich,0.963,,,32.594,0.206,0.144,23.406,0.404,0.456,41.397,20.121,2144,85.18333333333334,61.95,99.93333333333334,211.0,98.4141791044776,4.599294750415757,20.44917257683215,38.061465721040186,29.9645390070922,29.9645390070922,61.93853427895981,13.656583629893236,5.827402135231317,7.829181494661921,3.647686832740213,82.69572953736655,13.656583629893236,8.76,8.76,4.393878955532435,8
E01001700,Greenwich 011D,E02000323,Greenwich 011,E09000011,Greenwich,0.966,,,31.145,0.203,0.116,22.57,0.331,0.544,41.348,26.016,2098,87.03333333333335,77.85000000000001,94.68333333333334,219.0,104.38512869399428,4.657621532167696,20.597826086956523,38.58695652173913,28.85869565217392,28.85869565217392,61.41304347826087,11.397214014352048,4.938792739552554,6.458421274799493,3.925707049387928,84.67707893626003,11.397214014352048,14.86,14.86,4.738203345859409,9
E01001677,Greenwich 006E,E02000318,Greenwich 006,E09000011,Greenwich,0.963,,,19.733,0.139,0.081,18.257,-0.401,0.073,27.625,30.952000000000005,2258,104.01,95.6,99.24,228.0,100.97431355181575,4.6247209536469205,21.343638525564803,36.50416171224733,31.39120095124852,31.39120095124852,63.49583828775268,12.297734627831716,5.779010633379565,6.51872399445215,4.53074433656958,83.1715210355987,12.297734627831716,14.34,14.34,4.023165793391476,7
E01001676,Greenwich 033C,E02006786,Greenwich 033,E09000011,Greenwich,0.96,,,28.338,0.185,0.126,19.466,0.388,0.265,36.08,22.585,1963,118.38,98.4,99.68,185.0,94.24350483953133,4.556436821020633,20.938628158844764,33.068592057761734,32.20216606498195,32.20216606498195,66.93140794223827,15.26082130965594,6.60377358490566,8.657047724750278,4.273029966703663,80.4661487236404,15.26082130965594,12.93,12.93,4.285481576200225,8
E01001675,Greenwich 006D,E02000318,Greenwich 006,E09000011,Greenwich,0.97,,,28.69,0.196,0.1,19.697,0.17,0.729,35.171,31.051,2118,113.02,87.8,99.9,282.0,133.14447592067987,4.898917397646441,25.69046378322043,29.96352266805628,39.39551849921834,39.39551849921834,70.03647733194371,12.700421940928267,5.189873417721519,7.510548523206751,3.1645569620253164,84.13502109704642,12.700421940928267,13.3,13.3,5.426788633685199,10
