lsoa_code,pct_no_qual,pct_level4plus,pct_low_skill,risk_edu_low,risk_edu_highskill_inverse
E01000798,20.377655389457118,35.24783634933124,31.943351691581434,31.943351691581434,64.75216365066876
E01000799,14.335421016005567,48.921363952679194,21.64231036882394,21.64231036882394,51.078636047320806
E01000800,13.626373626373626,49.30402930402931,21.831501831501832,21.831501831501832,50.69597069597069
E01000801,15.121951219512194,41.13821138211382,24.308943089430894,24.308943089430894,58.86178861788618
E01000802,10.413885180240321,59.47930574098799,15.48731642189586,15.48731642189586,40.52069425901201
E01000803,11.698956780923995,59.165424739195224,16.98956780923994,16.98956780923994,40.834575260804776
E01000804,8.19112627986348,58.78839590443686,13.139931740614335,13.139931740614335,41.21160409556314
E01000805,13.226744186046513,51.38081395348837,22.52906976744186,22.52906976744186,48.61918604651163
E01000806,16.114457831325304,44.20180722891566,25.451807228915662,25.451807228915662,55.79819277108434
E01000807,11.267605633802818,46.322378716744915,18.779342723004692,18.779342723004692,53.677621283255085
E01000808,12.529928172386274,44.772545889864325,21.14924181963288,21.14924181963288,55.227454110135675
E01000809,12.998405103668262,41.706539074960126,22.08931419457735,22.08931419457735,58.293460925039874
E01000810,9.04645476772616,47.92176039119804,16.707416462917685,16.707416462917685,52.07823960880196
E01000811,10.546139359698682,45.19774011299435,18.832391713747647,18.832391713747647,54.80225988700565
E01000812,13.092550790067719,47.629796839729124,21.369450714823177,21.369450714823177,52.370203160270876
E01000813,12.991178829190057,39.93584603047314,23.656776263031276,23.656776263031276,60.06415396952686
E01000814,7.5139888089528375,51.71862509992007,14.388489208633093,14.388489208633093,48.28137490007993
E01000815,9.934318555008211,48.35796387520526,18.472906403940886,18.472906403940886,51.64203612479474
E01000816,15.224358974358973,41.506410256410255,24.759615384615387,24.759615384615387,58.493589743589745
E01000818,13.845050215208035,39.23959827833573,23.74461979913917,23.74461979913917,60.76040172166427
E01000819,18.50101282916948,37.33963538149899,28.291694800810262,28.291694800810262,62.66036461850101
E01000820,13.601236476043276,47.60432766615147,21.097372488408038,21.097372488408038,52.39567233384853
E01000822,13.28,49.919999999999995,19.040000000000003,19.040000000000003,50.080000000000005
E01000823,8.804108584005869,53.55832721936904,14.74688187820983,14.74688187820983,46.44167278063096
E01000824,9.310653536257833,51.566696508504926,16.74127126230976,16.74127126230976,48.433303491495074
E01000825,10.905044510385757,47.774480712166174,20.623145400593472,20.623145400593472,52.225519287833826
E01000826,7.044410413476264,53.67534456355283,13.629402756508421,13.629402756508421,46.32465543644717
E01000827,10.463483146067416,49.92977528089887,18.75,18.75,50.07022471910113
E01000828,11.135371179039302,47.379912663755455,18.049490538573508,18.049490538573508,52.620087336244545
E01000829,10.621387283236993,53.75722543352601,17.341040462427745,17.341040462427745,46.24277456647399
E01000830,8.16326530612245,50.94191522762951,15.855572998430143,15.855572998430143,49.05808477237049
E01000831,11.151079136690647,49.92805755395683,17.985611510791365,17.985611510791365,50.07194244604317
E01000832,12.923561859732072,42.868400315208824,20.2521670606777,20.2521670606777,57.131599684791176
E01000833,8.205128205128204,40.94017094017094,16.41025641025641,16.41025641025641,59.05982905982906
E01000834,10.16949152542373,41.14877589453861,19.58568738229755,19.58568738229755,58.85122410546139
E01000835,13.000702740688686,36.82361208713984,23.049894588896695,23.049894588896695,63.17638791286016
E01000836,8.125577100646353,44.69067405355494,15.974145891043397,15.974145891043397,55.30932594644506
E01000837,14.20545746388443,38.764044943820224,23.35473515248796,23.35473515248796,61.235955056179776
E01000838,13.620981387478851,37.478849407783414,23.434856175972925,23.434856175972925,62.521150592216586
E01000839,10.481099656357388,43.38487972508591,18.04123711340206,18.04123711340206,56.61512027491409
E01000840,15.821812596006144,38.0184331797235,26.036866359447004,26.036866359447004,61.9815668202765
