lsoa_code,imd_score,imd_income_score,imd_employ_score,imd_edu_score,imd_health_score,imd_crime_score,imd_barriers_score,imd_livenv_score,imd_pop2015
E01002712,27.046,0.155,0.09,27.46,0.597,0.575,29.222,30.793,1572
E01002713,44.476,0.295,0.198,29.017,1.057,1.024,28.074,27.508,1709
E01002714,14.035,0.078,0.053,5.843,-0.536,0.261,25.392,37.528,1805
E01002715,38.505,0.263,0.17399999999999996,30.03,0.932,0.543,27.769999999999996,26.58,1674
E01002716,34.594,0.258,0.147,13.936999999999998,0.879,0.508,29.082,30.582,2472
E01002717,22.402,0.156,0.088,10.784,-0.073,0.8409999999999999,24.761,30.601,1305
E01002718,19.385,0.096,0.065,10.165,-0.226,0.817,23.647,44.596999999999994,1835
E01002719,16.71,0.1,0.072,11.058,-0.504,0.735,21.892,28.609,1662
E01002720,40.041,0.312,0.18,25.618,0.723,0.45099999999999996,28.756,26.837,2445
E01002721,28.168,0.164,0.118,20.917,0.351,0.83,25.557,35.432,1922
E01002722,36.798,0.24200000000000002,0.169,17.952,0.628,0.8760000000000001,28.934000000000005,36.328,1458
E01002723,28.535999999999998,0.197,0.116,13.814,0.5,0.365,31.232999999999997,34.024,1737
E01002724,14.572999999999999,0.066,0.033,5.937,-0.202,-0.45299999999999996,27.685,53.924,2323
E01002725,29.084,0.211,0.112,15.534,0.436,0.42999999999999994,29.535000000000004,36.865,1599
E01002726,24.493,0.172,0.109,7.84,0.324,0.18699999999999997,27.810000000000002,35.243,1887
E01002727,26.051,0.155,0.10799999999999998,11.902,0.10299999999999998,0.489,28.35,46.35099999999999,1698
E01002728,27.235,0.15,0.095,9.661,0.6709999999999999,1.112,27.014,35.2,1527
E01002729,31.027,0.186,0.159,7.445,-0.079,0.7030000000000001,24.117999999999995,56.134,1731
E01002730,30.4,0.168,0.094,9.46,0.528,1.557,30.287,39.097,1970
E01002732,47.055,0.291,0.22,23.439,0.959,1.373,31.405,29.832,1908
E01002733,18.532,0.123,0.067,1.225,-0.209,0.983,23.169,33.207,1566
E01002734,40.543,0.264,0.149,21.967,0.48500000000000004,1.583,33.926,36.243,2388
E01002735,33.51,0.235,0.147,6.451,0.324,1.058,30.601999999999997,38.07,1850
E01002736,45.00500000000001,0.336,0.219,30.254,0.561,0.885,27.051,22.471,1618
E01002737,35.801,0.268,0.171,25.83,0.611,0.436,27.181,23.924,1977
E01002738,24.682,0.164,0.114,12.292,-0.233,0.761,26.246,34.201,1904
E01002739,17.378,0.114,0.072,1.688,-0.441,0.457,23.79,41.214,1841
E01002740,16.104,0.076,0.052,4.747,-0.759,0.9700000000000001,22.639,43.196,2286
E01002741,34.846,0.264,0.171,21.088,0.404,0.581,28.864,24.06,1725
E01002742,15.801,0.093,0.054,1.487,-0.18699999999999997,0.713,20.560999999999996,39.527,1695
E01002743,19.06,0.129,0.071,8.148,0.033,0.358,25.915,34.123,1870
E01002744,17.889,0.113,0.089,6.872,0.185,0.19,22.913,26.629,1629
E01002745,15.807,0.111,0.079,5.096,-0.505,0.454,22.079,27.058,1648
E01002747,13.325,0.091,0.07,2.092,-0.053,-0.877,23.418,30.233,1773
E01002748,39.897,0.246,0.177,8.618,0.637,1.646,30.701,36.588,1592
E01002749,22.829000000000004,0.164,0.092,13.439,-0.066,0.515,23.955,36.054,1623
E01002751,38.0,0.263,0.16,15.087,0.396,0.633,31.053,53.25099999999999,1978
E01002752,22.426,0.17499999999999996,0.111,8.86,-0.096,0.424,23.897999999999996,27.8,1781
E01002753,29.443,0.195,0.126,24.722999999999995,0.37199999999999994,0.576,30.761,24.201,1432
E01002754,16.43,0.107,0.065,2.258,0.016,0.744,24.444000000000003,22.93,1614
E01002755,39.869,0.272,0.215,16.725,0.739,0.8910000000000001,27.728,22.433,1418
E01002756,27.776,0.181,0.136,4.725,0.182,0.9760000000000001,23.071,37.351,1412
E01002757,24.102,0.193,0.119,14.204,0.004,0.267,24.063,25.27,1514
E01002758,44.134,0.315,0.219,18.573,1.061,0.652,28.603,26.329,1763
E01002759,20.645,0.163,0.089,5.333,0.479,0.17,22.285999999999998,25.586,1611
E01002760,38.826,0.307,0.189,25.843000000000004,0.565,0.452,25.928,23.633,1668
E01002762,20.717,0.109,0.082,4.378,0.141,0.608,31.006,35.645,2176
E01002763,33.113,0.167,0.12200000000000001,10.468,1.082,1.245,31.027,35.277,1559
E01002764,30.946,0.213,0.122,15.649,0.107,0.928,29.022,40.609,1869
E01002765,28.236000000000004,0.197,0.109,19.759,0.588,0.20400000000000001,32.272,27.971,3479
E01002766,31.552999999999997,0.21300000000000002,0.128,27.211,0.546,0.415,31.353000000000005,28.901,2420
E01002767,36.783,0.231,0.148,15.103,0.622,0.897,42.357,31.45,2082
E01002768,29.312,0.19,0.132,8.3,0.692,0.539,28.669,34.57,1746
E01002769,20.118,0.111,0.076,1.8369999999999997,0.072,0.72,29.982000000000003,36.401,2251
E01002770,29.977,0.159,0.111,3.789,0.8350000000000001,1.034,28.63,44.516,1620
E01002771,27.333000000000002,0.199,0.115,8.655,0.13,0.9249999999999999,27.616,31.413,1511
E01002772,28.721000000000004,0.175,0.10199999999999998,7.788,0.431,1.027,32.107,38.525,1883
E01002773,50.095000000000006,0.324,0.231,22.424,0.712,2.05,29.198,26.805,1417
E01002774,30.891000000000002,0.176,0.125,8.902,0.597,1.318,29.323,33.271,2201
E01002775,22.198,0.123,0.082,12.816,0.36099999999999993,0.644,25.831000000000003,34.606,1529
E01002776,32.142,0.204,0.114,16.766,0.895,0.547,27.991,44.237,2028
E01002777,27.576,0.175,0.107,6.937,0.677,0.589,25.119,43.662,1703
E01002778,39.066,0.251,0.154,24.106,0.741,1.253,31.827,31.053,1911
E01002779,18.595,0.123,0.066,8.116,-0.408,0.884,26.999,28.816,2017
E01002780,26.351,0.177,0.127,9.3,0.377,0.556,25.394,32.161,1778
E01002781,28.935999999999996,0.23199999999999998,0.139,12.247,0.414,0.416,25.889,24.352,1512
E01002782,37.168,0.274,0.15699999999999997,22.688,0.744,0.888,28.157,24.673,1665
E01002783,46.454,0.286,0.209,21.208999999999996,1.411,1.044,29.916000000000004,31.146,1703
E01002784,34.3,0.24300000000000002,0.164,16.574,0.72,0.611,30.739,22.758,1849
E01002785,18.889,0.096,0.085,2.101,-0.65,0.695,25.596,44.951,2023
E01002786,36.106,0.242,0.152,8.44,0.911,1.038,32.772,29.836,1972
E01002787,32.105,0.185,0.12199999999999998,12.519,0.998,0.701,31.402,38.648,1235
E01002788,16.985,0.099,0.083,2.069,-0.421,0.427,30.115,29.307,2008
E01002789,13.703,0.077,0.057,0.537,-0.733,0.669,23.035,34.467,1978
E01002790,42.268,0.274,0.211,24.607,0.767,0.927,26.861,33.035,1504
E01002791,13.879,0.075,0.054,10.811,-0.469,0.439,21.657,32.805,1980
E01002792,16.098,0.097,0.06,4.696,0.059,0.267,23.594,36.347,2100
E01002793,36.247,0.24,0.148,13.255,0.748,1.266,25.627,37.118,2000
E01002794,22.216,0.118,0.078,7.441000000000001,0.0,0.824,26.061,46.461,1960
E01002795,25.019,0.158,0.101,15.707,0.05,0.853,24.637,35.08,2183
E01002796,23.575,0.159,0.103,1.671,0.331,0.499,25.572,37.95,1177
E01002797,32.118,0.207,0.129,19.239,0.59,1.015,27.151,32.236,2084
E01002798,21.479,0.145,0.094,5.725,0.235,0.628,22.111,32.049,1972
E01002799,32.282,0.241,0.13,14.199,0.606,0.291,28.565,41.053,2043
E01002800,38.934,0.231,0.149,40.765,0.384,0.8,33.135,44.849,1369
E01002801,16.852,0.095,0.061,1.3829999999999998,-0.637,0.653,21.824,48.496,1715
E01002802,25.903000000000002,0.142,0.11,5.643,0.4719999999999999,0.856,22.183,44.442,1379
E01002804,37.376,0.255,0.198,22.754,0.6289999999999999,0.538,29.127999999999997,23.730000000000004,1840
E01002805,22.828000000000003,0.136,0.081,9.398,0.173,1.092,27.99,27.294,1719
E01002806,26.952,0.177,0.12099999999999998,4.561,0.46,1.089,23.071,29.839,1632
E01002807,31.573,0.233,0.143,15.467,0.582,0.478,30.413,26.288,1873
E01002808,24.642,0.176,0.112,8.441,0.182,0.579,26.148,30.996,2031
E01002809,31.444,0.216,0.156,8.673,0.41,0.713,30.932,30.743,1666
E01002810,33.321,0.221,0.161,12.716,0.724,0.8029999999999999,28.376,28.134,1717
E01002811,38.606,0.261,0.18600000000000003,9.079,0.876,1.086,26.5,32.502,1568
E01002812,11.548,0.023,0.015,2.222,-2.132,-0.49,40.748,44.313,1907
E01002813,10.093,0.038,0.021,0.7910000000000001,-2.178,0.268,27.376,42.32099999999999,1698
E01002814,25.028,0.158,0.109,3.043,-0.882,0.289,45.489000000000004,37.424,1970
E01002815,18.289,0.086,0.055,1.6569999999999998,-1.112,0.11799999999999998,43.442,46.885,1356
E01002816,11.528,0.022,0.022,0.34,-2.329,0.042,36.538,46.218,1376
E01002817,10.4,0.033,0.024999999999999998,0.626,-2.356,0.36200000000000004,26.76,44.603,1526
E01002818,12.656,0.015,0.009,3.541,-3.123,0.264,38.335,46.568,1902
E01002819,11.072,0.015,0.006,6.697,-2.563,-0.287,34.535,46.18800000000001,1547
E01002821,10.933,0.024,0.011,2.42,-2.35,0.304,31.561,44.36000000000001,1585
E01002823,28.418000000000003,0.195,0.144,5.645,-0.21900000000000003,0.178,37.35,39.222,1506
E01002824,10.045,0.023,0.021,0.581,-2.301,-0.078,29.808,47.261,1356
E01002825,9.697,0.044,0.037,0.357,-2.123,-0.572,29.414,41.394,1972
E01002826,10.756,0.035,0.019,0.45,-2.214,-0.139,31.767,48.068,1512
E01002827,12.075,0.024,0.025,0.018,-2.29,0.20199999999999999,29.617000000000004,56.329,1689
E01002828,16.243,0.074,0.07,2.883,-1.301,0.232,33.024,43.711,1366
E01002829,34.531,0.213,0.166,5.69,0.005,0.8,40.438,43.895,1367
E01002830,35.373,0.215,0.17,7.992,-0.345,1.24,41.862,35.908,1693
E01002831,36.708,0.215,0.16400000000000003,5.881999999999999,-0.014,1.28,40.38199999999999,44.809,1814
E01002832,31.366,0.218,0.131,7.115,-0.344,0.7549999999999999,39.772,42.846,1597
E01002833,19.197,0.083,0.058,3.969,-0.866,1.05,32.747,44.971,1423
E01002834,15.606999999999998,0.055999999999999994,0.038,0.199,-1.441,0.017,36.256,59.749,1469
E01002835,10.461,0.024,0.013,2.626,-2.367,0.215,28.805,46.196,1519
E01002836,11.093,0.043,0.034,1.32,-1.53,0.081,33.781,38.498,1437
E01002837,13.106,0.012,0.006,2.9399999999999995,-2.651,-0.318,32.661,64.577,1467
E01002839,25.779,0.111,0.10199999999999998,1.7069999999999999,-0.7300000000000001,0.277,46.827000000000005,56.015,1516
E01002840,37.672,0.273,0.177,10.131,-0.228,0.862,38.622,40.423,1309
E01002841,26.462000000000003,0.15,0.117,3.549,0.055,0.922,35.776,34.611,1385
E01002842,47.396,0.363,0.222,17.635,0.272,0.579,41.628,33.006,1030
E01002843,42.608,0.287,0.222,14.706999999999999,0.61,0.608,37.314,32.402,1434
E01002844,17.02,0.084,0.052,1.149,-1.089,0.372,36.126,47.661,1364
E01002845,21.021,0.126,0.09,2.09,-0.716,0.139,36.413,44.78,1509
E01002846,30.857,0.162,0.125,1.888,0.142,0.485,52.608999999999995,37.811,1367
E01002847,22.142,0.07999999999999999,0.065,0.69,-0.77,0.921,46.079,46.657,1640
E01002848,29.533,0.158,0.103,4.458,-0.154,0.006,56.66,48.882,1585
E01002849,17.215,0.068,0.055,0.861,-1.209,0.8990000000000001,35.982,41.979,1519
E01002850,23.704,0.11100000000000002,0.089,1.869,-0.676,0.425,44.868,48.847,1541
E01002851,39.773,0.26,0.173,3.484,0.365,0.77,48.394999999999996,40.602,1546
E01002852,41.748,0.297,0.175,16.166,0.458,0.8079999999999999,41.697,36.044,1939
E01002853,57.097,0.379,0.256,28.829,0.43699999999999994,1.657,38.473000000000006,35.022,940
E01002854,45.147,0.325,0.221,13.844,0.035,1.176,37.305,33.708,1104
E01002855,45.479,0.317,0.224,9.941,0.361,0.978,41.67000000000001,32.344,1620
E01002856,37.842,0.209,0.17000000000000004,7.589,-0.249,1.2390000000000003,42.622,51.618,1678
E01002857,59.009,0.38900000000000007,0.317,17.439,0.506,1.272,42.955,30.124000000000002,1335
E01002858,23.406,0.129,0.08,9.067,-0.545,-0.639,48.726,43.757,1447
E01002859,10.18,0.024,0.010999999999999998,0.987,-3.2150000000000003,-0.299,33.515,45.602,1670
E01002860,11.416,0.013,0.007000000000000001,0.108,-3.1879999999999997,0.10200000000000001,28.818,56.816,1508
E01002861,15.041,0.068,0.043,6.710000000000001,-1.08,0.377,31.724999999999998,45.13,1341
E01002862,26.044,0.159,0.103,7.831,-0.346,-0.146,44.533,44.617,1467
E01002863,9.933,0.012000000000000002,0.01,2.533,-3.134,0.082,34.593,37.958,1473
E01002864,9.506,0.034,0.013,0.582,-2.789,0.607,27.567000000000004,33.383,1448
E01002865,7.26,0.021,0.005,0.215,-2.729,-0.012,24.35,36.04,1448
E01002866,20.684,0.107,0.085,2.534,-0.573,0.38999999999999996,43.267,32.919,1727
E01002867,22.328,0.142,0.103,4.649,-1.034,0.008,41.645,36.53,1929
E01002868,9.26,0.012,0.009,0.7339999999999999,-2.84,0.114,35.056,33.642,1561
E01002869,19.675,0.114,0.076,3.5009999999999994,-1.056,0.24,41.714,37.065,1448
E01002870,41.357,0.317,0.202,18.712,0.492,-0.048,39.724,28.105,1461
E01002871,11.335,0.029,0.019,2.343,-2.652,0.167,29.494000000000003,50.965,1611
E01002872,38.9,0.289,0.195,13.983,0.11399999999999999,0.406,39.628,33.443,1426
E01002873,19.842,0.093,0.07,4.48,-1.172,0.968,33.881,42.643,1290
E01002874,20.025,0.10699999999999998,0.078,1.886,-0.725,0.617,35.116,42.329,1314
E01002875,14.928000000000003,0.059,0.051000000000000004,0.386,-1.673,0.658,32.276,44.352,1324
E01002876,20.135,0.123,0.091,4.879,-0.706,0.454,30.263,39.859,1705
E01002877,41.17700000000001,0.313,0.18199999999999997,19.574,0.35700000000000004,0.536,38.113,34.629,1675
E01002878,33.862,0.199,0.149,6.905,-0.005,1.234,40.927,37.329,1569
E01002879,41.706,0.322,0.172,10.999,0.024,1.187,40.516,33.492,1384
E01002880,44.248000000000005,0.304,0.215,21.026,0.512,0.6900000000000001,40.441,29.802999999999997,1513
E01002881,40.49,0.281,0.219,17.026,0.312,0.42500000000000004,37.707,30.248999999999995,1257
E01002882,17.09,0.108,0.065,1.043,-1.442,0.331,33.291,41.17,1293
E01002883,11.744,0.033,0.025,0.531,-1.5679999999999998,0.46399999999999997,31.075,45.224,1715
E01002884,21.59,0.09,0.07,2.649,-1.159,1.012,44.45,38.534,1374
E01002885,19.621,0.084,0.05,3.0449999999999995,-1.268,0.365,43.106,54.143,1394
E01002886,14.818999999999999,0.049,0.025,0.479,-2.125,0.8279999999999998,31.078,53.219,1390
E01002887,12.569,0.022,0.011,0.139,-2.029,0.22300000000000003,33.633,55.25399999999999,1364
E01002888,10.9,0.032,0.018,0.9550000000000001,-2.637,-0.413,38.18,42.552,2199
E01002889,8.169,0.038,0.019,1.673,-1.771,-0.745,33.559,30.931,1183
E01002890,8.969,0.012,0.009,0.339,-2.614,0.30999999999999994,26.948,39.726,1776
E01002891,9.515,0.023,0.011,0.948,-2.195,-0.35,32.728,42.898,1416
E01002892,8.544,0.024,0.017,0.569,-2.635,-0.9499999999999998,34.482,37.638000000000005,1776
E01002893,21.771000000000004,0.126,0.087,7.1,-0.31400000000000006,0.095,37.43,41.053,1803
E01002894,19.923,0.095,0.086,9.635,-0.911,0.378,32.595,44.885000000000005,1680
E01002896,10.304,0.037,0.018,5.568,-2.396,0.264,28.592,39.053,1821
E01002897,15.663,0.09299999999999999,0.047,1.242,-0.54,0.279,31.755,41.811,1432
E01002898,9.458,0.034,0.013,0.777,-2.231,0.037,28.734999999999996,41.752,1705
E01002899,21.45,0.135,0.113,5.284,-0.8860000000000001,0.04,32.203,41.056,1573
E01002900,8.274,0.01,0.008,0.845,-2.973,0.326,26.726,34.948,1554
E01002901,16.507,0.072,0.019,4.584,-1.321,0.455,31.462,60.865,1345
E01002902,10.759,0.048999999999999995,0.036,0.797,-2.098,-0.064,31.537000000000003,39.515,1756
E01002903,7.616,0.01,0.003,0.8639999999999999,-2.9720000000000004,0.096,24.541,37.074,1642
E01002904,45.079,0.333,0.228,22.995,0.619,-0.077,38.761,27.58,1336
E01002905,44.52000000000001,0.294,0.196,14.428,0.129,1.525,38.834,39.345,1542
E01002906,33.044,0.21,0.15799999999999997,12.324,0.406,0.21700000000000003,40.016,35.634,1789
E01002907,52.561,0.411,0.275,24.795,0.595,-0.212,35.505,29.289999999999996,1220
E01002908,26.916000000000004,0.157,0.10499999999999998,4.688,0.029999999999999995,0.722,34.845,46.405,1371
E01002909,29.726,0.193,0.146,7.526,-0.343,0.627,38.279,38.123,2097
E01002910,16.317,0.10099999999999999,0.065,2.476,-1.432,0.359,32.796,37.285,1473
E01002911,12.544,0.025000000000000005,0.015,1.516,-2.709,0.6599999999999999,26.063,55.260000000000005,1716
E01002912,13.905,0.059,0.032,11.598,-0.964,0.036,30.439,46.513,1822
E01002913,18.046,0.107,0.062000000000000006,3.343,-1.152,0.659,31.768,41.889,2121
E01002914,8.875,0.029999999999999995,0.012,2.6919999999999997,-2.091,-0.868,33.113,38.926,1608
E01002915,8.064,0.04800000000000001,0.047,5.219,-1.567,-0.46099999999999997,26.65,21.459,1355
E01002916,8.236,0.046,0.054,4.003,-1.216,0.365,14.384000000000002,22.677999999999997,1513
E01002917,4.073,0.035,0.034,1.978,-1.63,-0.547,16.076,16.781,1473
E01002918,12.197,0.068,0.045,15.532999999999998,-0.897,-0.6290000000000001,21.35,41.128,1768
E01002919,15.611,0.119,0.06,8.715,-0.676,-0.105,33.436,24.157000000000004,1880
E01002920,5.052,0.039,0.037,1.976,-1.154,-0.564,21.537,13.747999999999998,1650
E01002921,15.232,0.09600000000000002,0.05899999999999999,10.803000000000003,-0.141,-0.142,26.657,31.071,1692
E01002922,9.061,0.063,0.041,0.762,-0.8819999999999999,-0.301,29.078000000000003,22.321,1583
E01002923,30.060999999999996,0.221,0.13,22.698,0.6500000000000001,-0.14,32.579,22.803,1719
E01002924,3.339,0.025,0.033,0.615,-1.405,-1.48,18.148,16.451,1553
E01002925,11.459,0.065,0.049,2.067,-0.587,-0.792,26.784,39.361,1622
E01002926,7.351,0.044,0.037,1.6750000000000003,-0.947,-1.071,26.429,27.764000000000003,1539
E01002927,12.634999999999998,0.086,0.064,3.757,-0.658,-0.098,30.041,19.875,1599
E01002928,16.639,0.131,0.09,4.183,-0.719,-0.202,23.033,34.305,1795
E01002929,8.833,0.04000000000000001,0.046,0.666,-1.5879999999999999,0.37799999999999995,22.757,28.851,1608
E01002930,11.051,0.087,0.051,7.116999999999999,-1.159,-0.162,24.951,24.028,1832
E01002931,11.45,0.072,0.045,1.604,-1.38,0.635,18.871,34.618,1993
E01002932,26.643,0.19,0.135,15.714,0.15800000000000003,-0.237,37.495,17.254,1899
E01002933,15.439,0.121,0.087,4.131,-0.051,-0.615,21.849,25.58,2048
E01002934,3.665,0.031000000000000003,0.032,1.031,-1.521,-0.981,17.162,17.903,2092
E01002935,8.24,0.061,0.036,1.145,-1.635,-0.083,22.191,29.433,2053
E01002937,5.062,0.031,0.032,1.595,-1.277,-0.59,14.924,28.865,1829
E01002938,4.776,0.039,0.038,1.172,-1.606,-0.869,13.5,26.611,2032
E01002939,12.767,0.09399999999999999,0.071,15.518,-0.727,-0.158,18.712,18.652,1656
E01002940,18.071,0.11400000000000002,0.096,18.418,-0.211,-0.268,24.565000000000005,24.552999999999997,1643
E01002941,9.426,0.061,0.041,8.587,-0.8649999999999999,-0.237,24.233,24.487999999999996,1588
E01002942,10.777,0.068,0.059000000000000004,16.226,-0.562,0.04,12.761,19.529,1420
E01002943,16.752,0.103,0.082,27.304,-0.517,-0.328,25.144000000000002,18.715,1439
E01002944,13.363,0.086,0.061,22.106,-0.657,-1.004,30.744,12.115,1429
E01002945,9.082,0.059,0.04499999999999999,15.159,-0.956,-0.473,21.44,19.607,1578
E01002946,8.721,0.049,0.04699999999999999,11.684999999999999,-1.167,-0.464,25.6,19.125,1502
E01002947,7.288,0.049,0.034,13.8,-1.011,-0.093,15.333,18.218,1639
E01002948,17.875,0.137,0.091,16.26,-0.491,0.175,27.267,10.713,2217
E01002949,9.745,0.08100000000000002,0.053,11.942,-1.312,0.079,17.649,14.179,1853
E01002950,17.972,0.144,0.078,20.224000000000004,-0.568,-0.189,30.853,13.428,1704
E01002951,5.416,0.056,0.03,0.364,-1.914,-0.944,20.817,21.168,1696
E01002952,6.26,0.033,0.029000000000000005,2.881,-1.5790000000000002,-0.381,29.561,15.757000000000001,1557
E01002953,7.065,0.029,0.024,0.641,-1.148,-0.527,35.069,17.212,1486
E01002954,12.215000000000002,0.136,0.043,2.209,-0.191,-0.9610000000000001,24.580999999999996,20.947,1360
E01002955,14.326,0.076,0.048,3.864,-1.018,-0.006999999999999999,41.23,28.816,1447
E01002956,7.327,0.041,0.022,6.959,-1.52,-1.051,32.416,19.606,2051
E01002957,14.322,0.119,0.066,17.919,-0.994,-0.993,31.273,12.605,1937
E01002958,6.841,0.05,0.038,2.38,-1.423,-0.935,17.811,33.166,1812
E01002959,3.101,0.02,0.022,0.243,-1.827,-1.041,20.021,15.538,1441
E01002960,6.07,0.052,0.026,0.84,-1.546,-0.486,20.023999999999997,26.646,1699
E01002961,7.367,0.064,0.055999999999999994,0.863,-0.9980000000000001,-0.976,18.271,21.137,1632
E01002962,12.943,0.077,0.04800000000000001,15.908,-1.057,-0.10100000000000002,23.532,35.122,1817
E01002963,9.886,0.097,0.039,1.134,-1.149,-1.016,26.938,27.618,1791
E01002964,17.289,0.097,0.052,10.389,-0.346,0.8350000000000001,28.707,31.232,2915
E01002965,12.957,0.094,0.069,1.64,-0.857,-0.61,32.267,23.819,1937
E01002966,9.456,0.066,0.046,1.716,-1.009,-0.577,21.677,35.237,1950
E01002967,5.324,0.036,0.029,0.597,-1.272,-0.774,24.862,19.887,1946
E01002968,14.52,0.058,0.054,3.301,-1.011,0.841,31.28,32.789,3086
E01002969,40.913,0.301,0.194,35.926,0.698,-0.092,34.04,20.864,1763
E01002970,21.149999999999995,0.12400000000000001,0.079,16.113,-0.19,0.442,38.025,22.204999999999995,1551
E01002971,12.432,0.098,0.05499999999999999,8.412,-0.66,-0.325,23.539,27.839,1872
E01002972,13.608,0.093,0.053,5.032,-0.493,-0.109,24.328,36.896,2085
E01002973,23.106,0.165,0.094,16.405,-0.073,0.273,33.226,24.708,1417
E01002974,13.924,0.113,0.075,2.597,-0.94,0.09700000000000002,24.833,24.255,1884
E01002975,12.123,0.1,0.059000000000000004,5.92,-1.51,-0.42,27.727,24.758,1465
E01002976,8.143,0.05,0.042,12.221,-1.107,-0.972,25.914,18.763,1719
E01002977,18.446,0.148,0.098,16.596,-0.711,-0.074,26.181,17.754,1729
E01002978,7.414,0.062,0.053,3.709,-1.5269999999999997,-0.518,16.851,22.537,1804
E01002979,9.478,0.08699999999999998,0.064,3.954,-1.286,-0.6819999999999999,19.618,20.333,1541
E01002980,7.43,0.042,0.048999999999999995,6.911,-1.48,-0.553,24.263999999999996,19.983,1491
E01002981,11.94,0.078,0.057,2.811,-1.109,-0.346,32.293,26.258,1587
E01002982,13.639,0.097,0.063,5.317,-0.645,-0.43500000000000005,32.003,24.492000000000004,1395
E01002983,7.399,0.055,0.038000000000000006,2.213,-1.6,-0.179,27.262,15.808,1688
E01002984,17.185,0.12099999999999998,0.092,4.126,-0.36399999999999993,-0.105,23.267,35.048,1425
E01002985,11.766,0.10199999999999998,0.036,6.213,-0.847,-0.219,24.373,32.214,1751
E01002986,12.627,0.082,0.065,5.279,-0.722,-0.41600000000000004,29.004999999999995,26.547,1335
E01002987,18.608000000000004,0.122,0.11,2.634,0.157,-0.30299999999999994,24.549,28.293,1858
E01002988,6.657,0.027,0.021999999999999995,8.078,-1.142,-0.64,26.118,23.782,2960
E01002989,8.627,0.033,0.019,0.157,-1.59,0.11,19.235,45.865,1971
E01002990,7.626000000000001,0.049,0.032,1.915,-0.975,-0.9640000000000001,26.031,29.867,1757
E01002991,7.648,0.028000000000000004,0.027,0.21699999999999997,-1.106,-0.23299999999999998,27.184,32.67,1638
E01002992,6.630999999999999,0.026,0.016,3.6960000000000006,-1.179,-1.076,32.673,21.199,2672
E01002993,10.174,0.074,0.04,1.725,-0.731,-0.298,26.046,30.279,1707
E01002994,7.883,0.056,0.035,1.389,-0.789,-1.146,31.732999999999997,17.611,1570
E01002995,5.88,0.034,0.030999999999999996,0.3340000000000001,-1.036,-0.392,23.803999999999995,21.822,1598
E01002996,7.571,0.044,0.049,1.767,-1.09,-0.077,19.515,25.114,1611
E01002997,8.337,0.036,0.05,1.478,-1.281,-0.416,23.387999999999998,33.538,1574
E01002998,14.437,0.125,0.061,11.913,-0.429,-0.016,21.79,21.699,1647
E01002999,14.372,0.095,0.056,11.395000000000001,-0.45099999999999996,0.263,25.882,25.305999999999997,1452
E01003000,19.425,0.138,0.099,17.809,-0.426,0.277,26.331,16.989,1587
E01003001,12.804,0.068,0.048,11.744,-0.869,0.8459999999999999,22.472,20.765,1894
E01003002,17.542,0.13,0.076,12.293,-0.699,-0.131,32.024,26.043,1904
E01003003,15.301,0.10299999999999998,0.063,8.14,-0.661,0.30500000000000005,22.903,35.512,1731
E01003004,10.869,0.062,0.038,11.619,-1.199,0.013000000000000001,27.415,27.797,1566
E01003005,7.542,0.05,0.04299999999999999,13.874000000000002,-1.321,-0.91,22.232,16.929,1612
E01003006,7.813,0.064,0.06,1.049,-1.005,-0.54,22.204,12.631999999999998,1478
E01003007,4.72,0.05,0.037,1.3890000000000002,-1.871,-0.208,11.668,16.682,1568
E01003008,3.164,0.021,0.019,0.917,-1.459,-0.548,12.369999999999997,20.678,1435
E01003009,9.258,0.081,0.059,1.885,-1.219,-0.727,25.072,16.958,2152
E01003010,4.323,0.024,0.03,0.413,-1.266,-0.22699999999999998,15.169,21.451,1459
E01003011,6.829,0.05,0.042,0.369,-1.543,-0.384,17.859,29.345,1837
E01003013,12.271,0.029,0.015,1.054,0.064,0.039,26.675,48.038,1671
E01003014,26.261,0.141,0.084,20.544,0.012,1.184,28.101,38.483,1656
E01003015,26.681999999999995,0.19200000000000003,0.12,13.621,0.132,-0.221,30.212,40.269,1700
E01003016,13.264999999999999,0.051,0.035,7.994,-0.187,-0.296,33.821,38.094,2628
E01003017,23.436,0.123,0.102,9.464,0.138,0.339,28.307,45.328,1928
E01003018,22.512,0.084,0.054,4.267,0.219,0.9699999999999999,25.898,62.773999999999994,2224
E01003019,18.843,0.114,0.07,3.255,0.054,0.599,25.39,37.759,1990
E01003020,24.0,0.122,0.09,7.577,0.055999999999999994,1.2370000000000003,26.699000000000005,37.517,1692
E01003021,33.319,0.184,0.126,17.378,1.178,0.703,29.784000000000002,36.365,1787
E01003022,20.494,0.122,0.076,6.689,0.378,0.072,26.567,41.223,1769
E01003023,19.316,0.11399999999999999,0.053000000000000005,7.119000000000001,0.3,0.201,25.552,47.215,2654
E01003024,31.514,0.222,0.113,13.335,0.56,0.949,32.059,31.736,1714
E01003025,21.733,0.15,0.084,13.812,0.079,0.349,28.119,30.744000000000003,2198
E01003026,17.427,0.075,0.033,4.582,0.214,0.894,19.326,50.542,1545
E01003027,10.074,0.023,0.019,0.819,-0.758,0.483,18.564,47.357,1336
E01003028,19.787,0.12,0.07,6.041,0.458,0.176,23.453999999999997,40.636,1581
E01003029,19.197,0.116,0.071,2.924,0.443,0.27,27.979,33.346,1800
E01003030,16.656,0.061000000000000006,0.036,4.776,-0.16,0.639,23.245,57.98,1924
