lsoa_code,imd_score,imd_income_score,imd_employ_score,imd_edu_score,imd_health_score,imd_crime_score,imd_barriers_score,imd_livenv_score,imd_pop2015
E01003031,23.596,0.171,0.09,11.989,0.529,-0.229,26.294,36.297,1651
E01003032,31.549000000000003,0.202,0.138,4.724,0.336,0.6,29.998,52.484,1685
E01003033,14.910000000000002,0.078,0.055,2.914,-0.365,0.234,22.521,46.931,1563
E01003034,18.498,0.135,0.077,4.648,-0.103,0.04,28.972,32.706,1793
E01003035,24.936,0.122,0.071,4.396,0.065,1.722,24.271,45.06,1612
E01003036,24.245,0.138,0.096,17.339,0.287,0.776,25.188,33.028,1706
E01003037,38.342,0.233,0.165,10.113,1.445,0.743,27.51,36.65,1393
E01003038,14.932,0.06,0.031,4.762,-0.33299999999999996,0.661,20.292,53.881,1728
E01003039,10.643,0.041,0.029000000000000005,4.572,-0.49799999999999994,0.293,23.293,38.574,2306
E01003040,21.291,0.092,0.069,6.593999999999999,-0.033,0.66,23.996,59.74499999999999,1333
E01003041,34.66,0.192,0.111,16.855,0.621,1.753,28.323,40.318,1563
E01003042,26.014,0.155,0.11799999999999998,8.649,0.644,0.47100000000000003,25.92,35.085,1129
E01003043,23.727,0.15700000000000003,0.093,5.048,0.081,0.671,28.191,39.594,1678
E01003044,43.069,0.271,0.213,16.471,0.758,-0.131,37.928,51.469,916
E01003045,38.842,0.282,0.166,21.069,0.491,0.73,31.557,38.611,1997
E01003046,33.936,0.24,0.151,21.117000000000004,0.176,-0.004,39.237,36.831,1747
E01003047,39.632,0.238,0.13,14.578,0.576,2.063,35.586,38.39,1717
E01003048,37.906,0.276,0.165,23.276,0.492,0.705,30.581,34.962,1799
E01003049,39.746,0.267,0.149,16.631,0.772,1.16,34.589,37.843,1657
E01003050,27.883,0.12200000000000001,0.066,12.772,0.051,1.684,28.747,54.378,1799
E01003051,36.268,0.22100000000000003,0.127,17.496,0.544,1.2579999999999998,34.164,43.13099999999999,1852
E01003052,40.689,0.278,0.159,20.334,0.234,1.113,33.452,49.463,1934
E01003053,23.236,0.08,0.059,7.604000000000001,0.209,1.59,22.924,50.92700000000001,1686
E01003054,21.766,0.066,0.037,14.245,0.507,1.415,21.474,48.03,1838
E01003055,34.093,0.168,0.10199999999999998,15.744,0.595,2.01,27.563,45.176,1634
E01003056,29.918,0.17,0.116,7.662000000000001,0.722,0.098,28.025,59.298,1572
E01003057,36.558,0.236,0.16399999999999998,11.925000000000002,0.939,0.869,29.864,34.848,1626
E01003058,24.327,0.135,0.076,9.855,0.32299999999999995,0.342,25.382,57.935,1855
E01003059,39.166,0.231,0.132,26.114,0.853,0.47,33.873,59.898,1589
E01003060,36.815,0.248,0.129,22.254,0.243,1.348,30.388000000000005,42.088,1487
E01003061,37.895,0.136,0.097,21.911,0.367,2.099,32.816,80.291,1160
E01003062,22.44,0.147,0.084,8.429,-0.129,0.681,27.33,39.605,1877
E01003063,37.714,0.246,0.164,16.789,0.7220000000000001,0.691,39.093,31.829,1452
E01003064,12.811999999999998,0.059,0.048,4.238,-0.5,0.168,22.666,44.133,1509
E01003065,41.077,0.279,0.195,19.628,1.066,0.551,32.076,27.762999999999998,1559
E01003066,37.398,0.228,0.151,14.712,1.058,1.191,28.67,34.282,1837
E01003067,20.479,0.136,0.081,4.01,0.073,0.53,22.916,40.179,1420
E01003068,28.816,0.179,0.107,16.649,0.341,0.864,27.467000000000002,40.735,1627
E01003069,32.698,0.188,0.137,11.478,0.386,1.07,30.050999999999995,45.666,1398
E01003070,43.799,0.309,0.189,24.183,0.897,0.43,39.151,31.16,1485
E01003071,16.108,0.087,0.052,4.139,-0.23699999999999996,0.339,25.615,45.143,2387
E01003072,16.47,0.099,0.066,0.991,-0.237,0.264,24.914,41.933,1887
E01003073,30.231,0.217,0.133,13.562,0.16900000000000004,0.452,26.253,45.247,1790
E01003074,24.577,0.11599999999999999,0.088,8.587,-0.443,1.591,25.314,43.69,2485
E01003075,42.602,0.292,0.204,24.508,0.796,0.547,31.436,34.265,1630
E01003076,18.536,0.132,0.08,6.752,-0.049,0.064,27.399,31.191,2219
E01003077,19.571,0.12099999999999998,0.069,5.566,0.095,0.227,25.921000000000003,44.504,1949
E01003078,10.833999999999998,0.061,0.037,1.1760000000000002,-0.6449999999999999,0.185,19.694,41.014,1742
E01003079,30.785,0.167,0.121,14.512,0.521,0.953,31.855,40.594,1789
E01003080,18.517,0.107,0.075,4.585,-0.4179999999999999,0.362,26.789,45.089,1808
E01003081,29.721,0.182,0.12,8.786,0.21400000000000002,0.776,29.556,50.088,1944
E01003082,30.193999999999996,0.209,0.145,9.996,0.403,0.646,28.447,33.404,1568
E01003083,19.665,0.113,0.089,3.72,-0.025,0.258,27.11,40.144,1713
E01003084,19.315,0.096,0.069,4.338,-0.444,0.686,23.429,53.99,1706
E01003085,16.358,0.078,0.05600000000000001,9.219,-0.561,0.515,28.112,40.536,1877
E01003086,31.39,0.231,0.153,19.057,0.382,0.09,32.162,27.361,1822
E01003087,42.482,0.297,0.18,32.573,1.341,-0.099,30.361,28.225000000000005,1716
E01003088,32.424,0.177,0.10800000000000001,10.835999999999999,0.589,1.366,30.507,45.855000000000004,1621
E01003089,31.444,0.225,0.113,17.799,-0.098,0.598,33.175,48.514,1845
E01003090,25.416,0.114,0.073,6.031,0.514,0.638,27.992,61.72899999999999,2244
E01003091,23.431,0.17,0.079,11.709,-0.086,0.338,29.823,41.811,1608
E01003092,36.627,0.254,0.14,16.983,1.196,0.536,31.182,31.564,1923
E01003093,33.26,0.246,0.145,14.163999999999998,0.175,0.36,34.189,41.532,2668
E01003094,30.431999999999995,0.196,0.10300000000000001,6.689,0.582,1.434,25.302999999999997,37.496,1451
E01003095,19.761,0.086,0.05499999999999999,3.043,-0.087,1.289,25.304,43.804,1770
E01003096,25.455,0.096,0.056999999999999995,6.706,0.703,0.9489999999999998,24.003,65.015,2312
E01003097,32.154,0.2,0.144,14.919,0.894,0.33099999999999996,30.081,36.001,1709
E01003098,23.401,0.144,0.076,5.265,0.041,0.7120000000000001,26.436,50.5,1578
E01003099,26.601,0.159,0.082,11.998,-0.324,1.385,29.009,43.453,1794
E01003100,16.907,0.055,0.036,7.175,-0.118,0.514,24.909,59.577,2026
E01003101,28.222,0.187,0.117,15.818,0.449,0.492,28.441000000000003,35.928,1525
E01003102,25.93,0.131,0.101,3.85,0.071,0.893,31.413,49.580000000000005,1769
E01003104,24.638,0.118,0.068,6.463,-0.236,0.477,30.832000000000004,80.723,1617
E01003105,29.263,0.217,0.117,9.048,0.397,0.433,31.786999999999995,37.592,1827
E01003106,27.175,0.177,0.114,5.416,0.151,0.531,26.699,50.789,2125
E01003107,17.52,0.108,0.062,7.935,-0.334,0.094,24.217,47.358,1912
E01003108,33.192,0.215,0.149,12.415,0.424,0.562,33.459,42.166,1568
E01003110,17.446,0.099,0.06,5.085,-0.001,-0.075,27.186,46.01,2073
E01003111,35.303,0.254,0.15299999999999997,25.979,0.6630000000000001,-0.232,31.508999999999997,37.054,1703
E01003112,29.912,0.207,0.142,12.132000000000001,0.303,0.053,32.188,39.51199999999999,1664
E01003113,23.176,0.121,0.074,12.344,0.034,0.534,27.281,53.33,2200
E01003114,22.363,0.103,0.067,6.368,-0.337,0.863,30.162,56.699999999999996,2342
E01003115,20.481,0.121,0.07600000000000001,8.092,-0.036,0.412,25.904,44.36500000000001,1727
E01003116,20.465,0.097,0.079,4.763,-0.03,0.29,35.336,41.97,1750
E01003117,22.2,0.118,0.075,7.621,-0.098,0.635,26.79,52.401,2126
E01003118,22.781,0.146,0.082,4.04,0.031,0.763,27.531,41.865,1999
E01003119,22.028,0.09,0.07,6.324,0.171,0.559,29.452,56.054,2236
E01003120,32.875,0.149,0.09999999999999999,13.049999999999999,0.421,0.476,38.753,80.32,2607
E01003121,32.792,0.251,0.154,18.234,0.593,0.039,29.036,30.238,1553
E01003122,25.76,0.144,0.078,12.202,0.95,-0.602,32.306,46.378,2062
E01003123,19.16,0.104,0.071,2.154,-0.262,0.614,23.084,50.836,1618
E01003124,29.873,0.18799999999999997,0.099,11.318000000000001,0.10699999999999998,0.3549999999999999,33.833,60.708,1483
E01003125,30.312,0.232,0.134,18.2,0.11300000000000002,0.417,30.629,32.391,1833
E01003126,28.68,0.19199999999999998,0.123,12.255,0.37799999999999995,0.401,31.294,37.751,1544
E01003127,26.097,0.124,0.084,8.977,0.065,0.847,30.498000000000005,57.863,1790
E01003128,34.369,0.22399999999999998,0.136,22.721,0.551,0.58,36.209,35.137,1496
E01003129,24.33,0.121,0.068,16.977,-0.053000000000000005,0.339,27.532,63.813,1759
E01003130,17.362,0.104,0.064,5.195,-0.526,0.45200000000000007,23.835,45.696,1956
E01003131,18.271,0.07,0.054,4.01,-0.6920000000000001,1.011,24.753000000000004,54.545,1720
E01003132,32.169,0.219,0.148,17.057,0.798,0.176,30.036,31.998,1693
E01003133,24.483,0.147,0.092,2.541,0.302,0.765,26.603,45.087,1666
E01003134,19.56,0.122,0.086,7.321,0.055,0.408,23.633,34.957,1669
E01003135,31.583,0.174,0.119,14.544,0.793,0.506,25.397,55.731,1793
E01003136,23.279,0.111,0.071,6.141,-0.171,0.087,30.871,70.689,1693
E01003137,29.29,0.212,0.106,14.77,0.22099999999999997,0.668,32.26,37.386,1588
E01003138,10.639,0.039,0.026000000000000002,1.382,-0.678,0.149,21.967,48.228,1744
E01003139,13.474,0.079,0.049,13.634,-0.503,-0.098,25.415999999999997,32.686,1754
E01003140,16.888,0.13,0.061,11.862999999999998,-0.114,-0.307,26.408,31.762,1550
E01003141,24.037,0.142,0.096,8.983,-0.13,0.353,30.356,49.227,1823
E01003142,18.167,0.121,0.065,17.464,-0.237,-0.14,25.029,37.985,1518
E01003143,28.820000000000004,0.213,0.142,18.261,-0.051,0.16,29.922,33.832,1512
E01003144,17.38,0.078,0.054,2.693,-0.032,0.9290000000000002,25.148,40.21,1588
E01003145,23.589,0.109,0.069,10.597,-0.001,0.585,29.47,60.352,1927
E01003146,25.100999999999996,0.179,0.10799999999999998,12.947,0.16600000000000004,0.10900000000000001,29.651,35.617,1684
E01003147,20.607,0.149,0.097,8.439,-0.512,0.203,25.997,37.937,2212
E01003148,18.954,0.123,0.077,5.04,-0.206,0.017,25.981,45.37,2008
E01003149,15.204,0.094,0.065,3.236,-0.57,-0.756,31.109,40.805,1954
E01003150,26.483,0.186,0.104,10.254,0.252,0.414,33.09,34.894,1933
E01003151,33.077,0.254,0.139,19.234,0.561,0.201,33.735,28.704,2064
E01003152,13.041,0.067,0.045,3.189,-0.758,-0.093,24.473,48.813,2091
E01003153,14.763999999999998,0.075,0.038,4.441,-0.282,0.427,24.496,45.936,2264
E01003154,28.223,0.202,0.139,13.331,0.446,0.102,28.313,30.821,1894
E01003155,19.058,0.096,0.072,4.067,-0.513,0.865,24.069,46.832,2013
E01003156,18.606,0.109,0.075,1.894,0.482,-0.028,22.563,40.54399999999999,1661
E01003157,13.822,0.094,0.049,1.675,-0.451,0.386,18.982999999999997,40.375,1736
E01003158,7.631,0.037,0.030000000000000002,4.354,-0.422,-0.402,16.502,34.042,1795
E01003159,36.226,0.236,0.152,18.918,0.699,0.756,33.851,35.864,1228
E01003160,29.257,0.192,0.095,21.92,-0.223,0.025,38.300999999999995,52.324000000000005,1784
E01003161,18.917,0.128,0.068,4.184,0.362,0.276,25.105,33.899,1223
E01003162,27.304,0.193,0.108,25.952,0.259,0.093,29.343,32.09,2011
E01003163,15.132,0.097,0.05700000000000001,2.114,-0.376,0.608,23.878,33.317,1616
E01003164,28.097,0.152,0.092,8.592,0.07,0.914,30.347,58.053,2151
E01003165,22.312000000000005,0.155,0.096,4.525,-0.47200000000000003,0.51,28.116,42.62400000000001,1596
E01003166,17.894,0.125,0.069,6.528,-0.678,0.206,27.934,40.347,2537
E01003167,14.506,0.065,0.058,0.929,-0.365,0.323,25.556,43.796,1771
E01003168,40.412,0.258,0.175,24.72,0.693,0.8710000000000001,33.377,38.347,1573
E01003169,23.435,0.127,0.1,5.496,0.081,0.743,28.253999999999998,41.466,2568
E01003170,12.457,0.072,0.04299999999999999,0.782,-0.52,0.641,22.939,32.558,1951
E01003171,25.368,0.138,0.086,11.585,0.3,0.46199999999999997,26.369,55.164,1762
E01003172,30.645,0.233,0.131,19.054,0.353,0.071,32.923,31.774,2004
E01003173,15.409,0.074,0.051,4.271,-0.436,0.668,21.268,46.14099999999999,1671
E01003174,33.582,0.261,0.145,22.537,0.3459999999999999,0.419,30.829,29.43,1971
E01003175,36.013,0.243,0.169,26.79,0.564,0.335,32.558,31.339000000000002,1604
E01003176,35.216,0.239,0.107,13.955,0.148,1.703,31.652,42.707,2025
E01003177,25.703,0.138,0.08,8.952,0.123,0.6989999999999998,27.495000000000005,59.133,1777
E01003178,21.709,0.092,0.066,5.123,-0.103,0.768,24.199999999999996,62.665,1679
E01003179,30.956,0.251,0.128,27.617,0.067,0.008,31.923,29.187,1706
E01003180,22.411,0.145,0.103,6.834,0.10399999999999998,0.518,26.629,32.811,1759
E01003181,37.286,0.254,0.156,10.01,0.639,1.081,30.392,40.56,1509
E01003182,26.612,0.164,0.121,11.864,0.04,0.537,32.028,37.474,2036
E01003183,28.803,0.187,0.126,10.447,0.413,0.227,31.821,41.849,1823
E01003184,33.439,0.252,0.153,20.192,0.362,0.443,29.900999999999996,31.352,1174
E01003185,27.074999999999996,0.177,0.102,8.505,0.712,0.622,25.949000000000005,37.378,1734
E01003186,19.78,0.10899999999999999,0.069,3.007,-0.346,0.725,26.932,47.821,2577
E01003187,35.754,0.26,0.141,15.285,0.48,0.596,30.856,46.569,1391
E01003188,38.438,0.23900000000000002,0.169,15.781,0.531,1.281,31.773999999999997,38.143,1339
E01003189,43.29600000000001,0.266,0.208,29.435,0.708,0.578,39.647,31.309,1697
E01003190,34.703,0.23200000000000004,0.137,21.988,0.503,0.899,37.819,24.453,2318
E01003191,34.906,0.221,0.148,32.785,0.326,0.232,40.417,30.76,1663
E01003192,48.715999999999994,0.284,0.208,34.555,0.809,0.902,51.005,23.698,1695
E01003193,31.206,0.16,0.114,23.628,0.193,1.16,37.918,32.714,1704
E01003194,34.535,0.232,0.145,26.41,0.281,0.518,39.506,28.817,1853
E01003195,20.602,0.131,0.077,11.175,-0.147,0.002,33.314,37.469,1585
E01003196,42.358,0.23,0.166,38.089,0.8009999999999999,1.16,34.737,38.98400000000001,1747
E01003197,43.555,0.29,0.195,39.267,0.415,0.605,39.125,29.792,1700
E01003198,18.605,0.138,0.096,5.266,-0.178,-0.045,26.736000000000004,28.427,1542
E01003199,13.477,0.084,0.058,2.639,-0.624,0.4099999999999999,27.841000000000005,26.52,1828
E01003200,11.58,0.043,0.028,1.215,-0.827,0.654,26.207,39.591,1662
E01003201,28.226,0.163,0.12300000000000001,11.882999999999997,-0.255,0.901,31.507,44.659000000000006,1612
E01003202,9.192,0.04,0.027,1.5169999999999997,-0.948,0.138,21.002,41.139,1627
E01003203,24.646,0.183,0.092,7.186999999999999,0.119,0.118,34.054,38.423,1932
E01003204,20.796,0.126,0.076,14.765,0.131,0.504,31.187999999999995,25.141,1350
E01003205,36.269,0.24100000000000002,0.143,32.876,0.4779999999999999,0.505,37.057,31.802,1464
E01003206,14.285,0.086,0.059000000000000004,7.450000000000001,-0.6940000000000001,-0.412,32.301,33.12,1704
E01003207,36.749,0.233,0.144,22.324,0.35,0.9269999999999999,38.408,38.373,1684
E01003209,25.793,0.145,0.097,10.111,0.168,0.269,44.414,32.525,2074
E01003210,22.25,0.105,0.073,9.306000000000001,-0.229,0.692,34.581,46.387,1890
E01003211,23.374000000000002,0.131,0.1,9.463,-0.033,0.555,30.951999999999998,39.251,1602
E01003212,22.918,0.13,0.077,8.896,0.019,0.688,31.155999999999995,42.707,2203
E01003213,20.821,0.121,0.072,6.198000000000001,0.019,0.885,32.642,28.253,1880
E01003214,26.267,0.15,0.09700000000000002,14.154,0.08600000000000001,0.635,35.091,39.472,1884
E01003215,24.827,0.104,0.052,14.841,-0.073,1.009,38.984,50.863,2047
E01003216,22.725,0.13,0.106,10.354,0.102,0.231,34.512,29.764,1874
E01003217,20.989,0.131,0.07900000000000001,12.363000000000001,-0.16,0.117,25.837,46.628,1638
E01003218,15.773,0.111,0.067,6.254,-0.074,-0.21699999999999997,22.699,35.344,1601
E01003219,18.336,0.122,0.083,12.592,-0.526,-0.369,29.38,35.312,1728
E01003220,25.046,0.153,0.106,10.197,0.339,0.184,28.808,42.053000000000004,1736
E01003221,31.619,0.173,0.135,11.826,0.17100000000000004,0.532,44.426,40.331,2037
E01003222,22.103,0.128,0.09700000000000002,12.77,-0.055,0.045,30.176,40.44,1688
E01003223,16.79,0.091,0.064,8.298,-0.526,0.514,32.602,29.959999999999997,1752
E01003224,22.095,0.148,0.103,13.172,-0.3940000000000001,-0.368,26.347,45.93200000000001,1765
E01003225,9.432,0.061,0.046,4.358,-0.595,-0.577,21.52,31.379000000000005,1641
E01003226,16.774,0.091,0.061,4.695,-0.227,0.077,26.055,46.946,1825
E01003227,14.713,0.092,0.056999999999999995,4.485,-0.373,-0.11000000000000001,23.896,42.478,1676
E01003228,18.146,0.091,0.069,6.1819999999999995,0.052,0.182,22.83,48.588,1570
E01003229,32.515,0.24,0.162,18.294,0.273,0.056,36.198,25.833,1655
E01003230,21.999,0.156,0.114,12.215,-0.198,-0.081,30.527,27.005,2008
E01003231,23.637,0.127,0.09200000000000001,9.561,0.301,0.246,29.493999999999996,46.315,1628
E01003232,12.297,0.07800000000000001,0.067,4.317,-0.398,-0.051,23.031999999999996,25.535,1841
E01003233,16.337,0.1,0.07,10.997,-0.46799999999999997,-0.285,24.236,41.118,1785
E01003235,28.429,0.186,0.124,16.531,0.166,0.555,36.097,27.401999999999997,1327
E01003236,36.793,0.221,0.156,32.172,0.258,0.417,37.806,43.09,1616
E01003237,30.552,0.198,0.12199999999999998,28.481,-0.135,0.479,37.53,33.557,1656
E01003238,36.619,0.24,0.165,30.309,0.465,0.51,35.093,30.341000000000005,1450
E01003239,34.432,0.24100000000000002,0.132,28.436,0.20499999999999996,0.183,37.984,39.317,1542
E01003240,32.442,0.205,0.132,21.849,0.149,0.807,37.803,32.538,1990
E01003241,33.099,0.196,0.14,18.206,0.294,0.752,45.114,24.835,1718
E01003243,37.508,0.22,0.136,29.244,0.363,0.729,44.132,40.253,1490
E01003244,29.181,0.244,0.137,11.432999999999998,0.018,0.002,37.883,21.828999999999997,1647
E01003245,35.294,0.267,0.15,19.586,0.258,0.245,42.533,26.482,1869
E01003246,40.956,0.302,0.15600000000000003,14.465,0.415,0.729,41.28,42.659,1677
E01003247,18.036,0.099,0.053,5.033,-0.177,-0.047,33.122,48.066,2097
E01003248,30.753999999999998,0.226,0.117,12.618999999999998,0.034,0.762,38.85099999999999,31.354,1722
E01003249,24.548,0.185,0.104,7.884,0.485,-0.482,38.481,19.37,2053
E01003251,28.185,0.191,0.1,24.146,0.159,0.393,39.399,24.938,2258
E01003252,39.521,0.317,0.156,25.960000000000004,0.342,0.545,37.952,26.846,1478
E01003253,35.924,0.22,0.152,22.877,0.203,1.166,39.073,27.873,1512
E01003254,12.229,0.059,0.038,3.9990000000000006,-0.682,0.35300000000000004,23.475,41.865,1502
E01003255,17.513,0.106,0.058,7.457,-0.573,0.301,30.517,41.429,2089
E01003256,30.357999999999997,0.174,0.134,11.748,0.393,0.85,38.204,28.871,2396
E01003257,21.897,0.138,0.09,9.031,0.167,0.077,36.301,27.904,1799
E01003258,31.214999999999996,0.236,0.124,17.851,0.322,0.063,44.544,18.645,1603
E01003259,21.089,0.142,0.079,6.453,-0.122,0.595,29.56,35.295,1816
E01003260,14.438,0.093,0.073,3.152,-0.682,-0.24599999999999997,32.497,26.687,1847
E01003261,15.644000000000002,0.096,0.072,4.104,-0.655,0.041,27.822,37.066,1492
E01003262,19.131,0.10900000000000001,0.078,4.809,-0.145,0.228,31.281,39.183,1434
E01003263,28.062,0.192,0.11900000000000001,17.17,0.282,0.553,33.514,25.111,1729
E01003264,26.433000000000003,0.174,0.121,17.791,0.421,0.02,34.261,23.043999999999997,1451
E01003265,29.476,0.20600000000000002,0.124,22.675,0.028,0.23,36.372,31.704,1576
E01003266,39.337,0.24,0.181,28.076,0.621,-0.034,50.038,20.286,1762
E01003267,35.121,0.214,0.176,24.902,0.3350000000000001,0.423,38.893,27.515000000000004,1543
E01003268,22.889,0.143,0.1,11.104,-0.135,0.257,30.536,39.126,1895
E01003269,27.67,0.165,0.112,15.260000000000002,0.11099999999999999,0.141,47.167,25.154,1606
E01003270,11.532,0.065,0.052,6.024,-0.784,-0.306,29.748,29.345,1785
E01003271,8.783,0.048,0.037,8.043,-0.885,-0.19800000000000004,25.085,25.721,1699
E01003272,18.848,0.107,0.078,2.481,-0.26899999999999996,0.091,30.61,44.706,1975
E01003273,17.073,0.103,0.053,9.458,-0.505,0.06,36.033,35.68,2097
E01003274,17.032,0.12,0.075,3.854,-0.19799999999999998,0.16,27.419,30.531000000000002,1707
E01003275,30.622,0.228,0.145,15.999,0.41,-0.329,39.438,21.689,1730
E01003276,20.711,0.129,0.096,4.550999999999999,-0.226,0.597,27.501999999999995,34.885,1897
E01003277,22.253,0.135,0.092,4.916,0.197,0.376,32.958,33.957,1796
E01003278,26.151,0.173,0.093,10.551,0.345,0.637,30.336,38.335,1953
E01003279,16.265,0.093,0.060000000000000005,2.176,-0.097,0.076,26.206,43.559000000000005,1620
E01003280,26.957,0.182,0.123,21.196,0.349,-0.164,34.088,24.842,1789
E01003281,17.245,0.082,0.07,4.214,-0.05199999999999999,0.559,29.764,32.806,1634
E01003282,23.443,0.134,0.081,20.704,0.126,0.425,34.149,31.197,2645
E01003283,11.31,0.052,0.036,0.816,-0.867,0.02,25.421,45.985,2343
E01003284,19.337,0.111,0.073,13.405,-0.313,0.212,29.383,39.464,1984
E01003285,13.687,0.084,0.045,10.217,-0.8,0.416,26.043,32.009,1837
E01003286,30.194,0.214,0.134,14.403,0.528,0.464,33.355,25.217999999999996,1765
E01003287,12.552,0.072,0.063,1.403,-0.654,-0.032,21.786,38.545,2101
E01003288,30.802,0.206,0.111,12.704,0.426,0.532,39.0,36.885,2007
E01003290,45.85399999999999,0.272,0.195,16.175,1.515,0.728,39.27,34.015,1672
E01003291,44.989999999999995,0.285,0.222,24.727000000000004,1.055,0.633,36.631,25.03,1469
E01003292,20.574,0.111,0.065,7.994,0.144,0.73,28.915,38.54,1584
E01003293,28.053,0.152,0.107,15.041,0.143,0.689,33.643,45.456999999999994,1552
E01003295,29.292,0.179,0.115,13.691,0.312,0.01,36.015,48.52799999999999,1705
E01003297,29.363,0.122,0.065,12.425,0.884,0.357,60.537,36.754,1643
E01003298,32.141,0.222,0.13,9.544,0.135,0.322,50.14,25.222,1267
E01003299,32.981,0.185,0.132,10.925,0.312,1.03,35.178,46.557,1700
E01003300,33.853,0.25,0.155,17.636,0.426,0.209,38.462,24.924,1407
E01003301,25.746,0.131,0.063,9.544,0.002,0.786,46.726,40.889,2213
E01003302,31.65,0.20899999999999996,0.103,14.253999999999998,0.196,0.87,46.779,27.465,1542
E01003303,40.126,0.252,0.138,14.031,0.506,1.718,38.944,37.662,1468
E01003304,35.961,0.203,0.117,18.737,0.030000000000000002,1.216,42.367,49.793,2139
E01003305,43.327,0.271,0.17099999999999999,14.988,0.849,0.988,44.294,39.291,1765
E01003307,19.336,0.126,0.08699999999999998,7.122,-0.319,0.048,28.032,39.216,1541
E01003308,23.433,0.149,0.104,8.931,-0.128,0.335,29.313,41.216,1984
E01003309,32.138,0.247,0.115,21.888000000000005,0.129,0.823,35.443,27.144,1560
E01003310,29.569,0.185,0.135,9.735,0.20299999999999999,0.822,35.417,31.264000000000003,1692
E01003311,17.357,0.094,0.077,5.946,-0.501,0.278,25.19,43.571000000000005,1636
E01003312,17.586,0.099,0.07700000000000001,8.77,-0.213,0.112,29.412,33.712,1791
E01003313,35.351,0.24000000000000002,0.14,23.626,0.169,0.9760000000000001,40.942,24.651,1551
