lsoa_code,rDERI_overall_z,rDERI_score_0_10,rDERI_decile
E01000499,0.1265155536356328,4.746235197274166,9
E01000501,0.5140646454401101,5.9552945690586,10
E01000502,-0.0329509315447748,4.248738357595937,7
E01000503,0.31936764225506575,5.347887039697175,10
E01000504,0.06711764596829757,4.560928100835891,8
E01000505,-0.1446592705637948,3.9002353755129366,6
E01000506,-0.015258342051663673,4.30393495485328,8
E01000507,0.0180465341351727,4.407838108108843,8
E01000508,0.8205154500812597,6.911346912303911,10
E01000509,0.35263399820814206,5.451670019146075,10
E01000510,0.28440254744206833,5.238804406134163,10
E01000511,0.04571772076982641,4.49416551342735,8
E01000512,-0.20062492594033565,3.7256360755481137,6
E01000513,-0.17803032778963002,3.796125753432835,6
E01000514,-0.3419567983156273,3.2847148388821843,4
E01000515,0.0807352208203409,4.603411638648297,8
E01000516,-0.43050883534883205,3.008453914705864,3
E01000517,-0.20153727006066158,3.722789782698255,6
E01000518,0.02151913206328983,4.41867177320629,8
E01000519,-0.107815325798046,4.015179566209197,7
E01000520,0.06488126021781526,4.553951118544549,8
E01000521,0.8358506138386427,6.959188911810047,10
E01000522,0.14415171800377832,4.801255761797628,9
E01000523,0.19424664468651157,4.957539809071746,9
E01000524,0.5383056793672313,6.030920728095291,10
E01000525,0.3654022385626085,5.491503838882007,10
E01000526,0.5962242238014193,6.211612569281691,10
E01000527,0.3551288125050657,5.459453235957429,10
E01000528,0.5148677841173023,5.957800167355788,10
E01000530,-0.171430676753476,3.816715067417848,6
E01000531,0.3164927811771194,5.338918168907966,10
E01000532,-0.0239015357732827,4.276970282267893,8
E01000533,0.4540980441081975,5.768213286022106,10
E01000534,-0.2981893289862702,3.421258750585232,4
E01000535,-0.042637314508407825,4.218519187048165,7
E01000536,-0.24843385787975703,3.5764837786165957,5
E01000538,-0.407712446673592,3.079573130189783,3
E01000539,-0.212386873601214,3.688941645473181,5
E01000540,-0.2747537346645455,3.4943721329856086,5
E01000541,-0.21033028636280657,3.695357699921693,5
E01000543,0.05376773896913376,4.519279621943486,8
E01000544,0.104112336993941,4.676342583379408,9
E01000545,0.06989064623562315,4.56957919054832,8
E01000546,0.06166354533181667,4.543912626851709,8
E01000547,-0.15365177391021806,3.8721809414380886,6
E01000548,0.26543186477600306,5.17962046750136,10
E01000549,-0.20354933824735763,3.71651261691658,6
E01000550,0.5427014262045069,6.044634394368779,10
E01000551,0.67470334558978,6.456448435741418,10
E01000552,0.4039023977687724,5.611615017795283,10
E01000553,0.34277257345950113,5.420904760592697,10
E01000554,0.01679140650841347,4.403922413679389,8
E01000555,-0.15144365883656596,3.8790697260597913,6
E01000556,0.11516578655939064,4.7108266708673385,9
E01000557,-0.12684337369155488,3.955816661950305,6
E01000558,-0.20295803034872376,3.718357354451958,6
E01000559,0.030510953128996533,4.446724078730427,8
E01000560,-0.35414655067107853,3.2466857616974925,4
E01000561,-0.11344172361360712,3.9976265667256543,7
E01000562,-0.3528495852177735,3.250731980020177,4
E01000563,-0.38862811778669126,3.13911161752693,3
E01000564,-0.4228166133038998,3.0324517858141893,3
E01000565,-0.0034181530159151006,4.340873479081827,8
E01000566,-0.25296611342953484,3.5623442381979444,5
E01000567,-0.04633594823317638,4.206980344970358,7
