lsoa_code,major_cat,crime_count_window
E01003287,PUBLIC ORDER OFFENCES,4
E01003287,ROBBERY,3
E01003287,THEFT,10
E01003287,VEHICLE OFFENCES,22
E01003287,VIOLENCE AGAINST THE PERSON,40
E01003288,ARSON AND CRIMINAL DAMAGE,7
E01003288,BURGLARY,18
E01003288,DRUG OFFENCES,36
E01003288,MISCELLANEOUS CRIMES AGAINST SOCIETY,8
E01003288,POSSESSION OF WEAPONS,1
E01003288,PUBLIC ORDER OFFENCES,29
E01003288,ROBBERY,8
E01003288,THEFT,89
E01003288,VEHICLE OFFENCES,22
E01003288,VIOLENCE AGAINST THE PERSON,77
E01003290,ARSON AND CRIMINAL DAMAGE,16
E01003290,BURGLARY,9
E01003290,DRUG OFFENCES,6
E01003290,MISCELLANEOUS CRIMES AGAINST SOCIETY,2
E01003290,POSSESSION OF WEAPONS,1
E01003290,PUBLIC ORDER OFFENCES,24
E01003290,ROBBERY,2
E01003290,THEFT,29
E01003290,VEHICLE OFFENCES,18
E01003290,VIOLENCE AGAINST THE PERSON,106
E01003291,ARSON AND CRIMINAL DAMAGE,47
E01003291,BURGLARY,15
E01003291,DRUG OFFENCES,31
E01003291,MISCELLANEOUS CRIMES AGAINST SOCIETY,4
E01003291,POSSESSION OF WEAPONS,4
E01003291,PUBLIC ORDER OFFENCES,79
E01003291,ROBBERY,5
E01003291,THEFT,104
E01003291,VEHICLE OFFENCES,24
E01003291,VIOLENCE AGAINST THE PERSON,387
E01003292,ARSON AND CRIMINAL DAMAGE,9
E01003292,BURGLARY,11
E01003292,DRUG OFFENCES,9
E01003292,MISCELLANEOUS CRIMES AGAINST SOCIETY,1
E01003292,POSSESSION OF WEAPONS,2
E01003292,PUBLIC ORDER OFFENCES,22
E01003292,ROBBERY,5
E01003292,THEFT,42
E01003292,VEHICLE OFFENCES,20
E01003292,VIOLENCE AGAINST THE PERSON,67
E01003293,ARSON AND CRIMINAL DAMAGE,7
E01003293,BURGLARY,6
E01003293,DRUG OFFENCES,7
E01003293,PUBLIC ORDER OFFENCES,17
E01003293,ROBBERY,2
E01003293,THEFT,20
E01003293,VEHICLE OFFENCES,13
E01003293,VIOLENCE AGAINST THE PERSON,60
E01003295,ARSON AND CRIMINAL DAMAGE,17
E01003295,BURGLARY,9
E01003295,DRUG OFFENCES,9
E01003295,MISCELLANEOUS CRIMES AGAINST SOCIETY,3
E01003295,POSSESSION OF WEAPONS,1
E01003295,PUBLIC ORDER OFFENCES,14
E01003295,ROBBERY,4
E01003295,THEFT,25
E01003295,VEHICLE OFFENCES,19
E01003295,VIOLENCE AGAINST THE PERSON,62
E01003297,ARSON AND CRIMINAL DAMAGE,9
E01003297,BURGLARY,19
E01003297,DRUG OFFENCES,7
E01003297,MISCELLANEOUS CRIMES AGAINST SOCIETY,1
E01003297,POSSESSION OF WEAPONS,4
E01003297,PUBLIC ORDER OFFENCES,12
E01003297,ROBBERY,15
E01003297,THEFT,27
E01003297,VEHICLE OFFENCES,17
E01003297,VIOLENCE AGAINST THE PERSON,48
E01003298,ARSON AND CRIMINAL DAMAGE,4
E01003298,BURGLARY,4
E01003298,DRUG OFFENCES,6
E01003298,MISCELLANEOUS CRIMES AGAINST SOCIETY,3
E01003298,POSSESSION OF WEAPONS,3
E01003298,PUBLIC ORDER OFFENCES,2
E01003298,ROBBERY,4
E01003298,THEFT,9
E01003298,VEHICLE OFFENCES,6
E01003298,VIOLENCE AGAINST THE PERSON,19
E01003299,ARSON AND CRIMINAL DAMAGE,12
E01003299,BURGLARY,15
E01003299,DRUG OFFENCES,17
E01003299,MISCELLANEOUS CRIMES AGAINST SOCIETY,3
E01003299,POSSESSION OF WEAPONS,5
E01003299,PUBLIC ORDER OFFENCES,16
E01003299,ROBBERY,11
E01003299,THEFT,63
E01003299,VEHICLE OFFENCES,10
E01003299,VIOLENCE AGAINST THE PERSON,98
E01003300,ARSON AND CRIMINAL DAMAGE,8
E01003300,BURGLARY,6
E01003300,DRUG OFFENCES,6
E01003300,MISCELLANEOUS CRIMES AGAINST SOCIETY,4
E01003300,POSSESSION OF WEAPONS,1
E01003300,PUBLIC ORDER OFFENCES,8
E01003300,ROBBERY,12
E01003300,THEFT,27
E01003300,VEHICLE OFFENCES,7
E01003300,VIOLENCE AGAINST THE PERSON,57
E01003301,ARSON AND CRIMINAL DAMAGE,6
E01003301,BURGLARY,10
E01003301,DRUG OFFENCES,23
E01003301,MISCELLANEOUS CRIMES AGAINST SOCIETY,5
E01003301,POSSESSION OF WEAPONS,3
E01003301,PUBLIC ORDER OFFENCES,5
E01003301,ROBBERY,16
E01003301,THEFT,27
E01003301,VEHICLE OFFENCES,17
E01003301,VIOLENCE AGAINST THE PERSON,31
E01003302,ARSON AND CRIMINAL DAMAGE,11
E01003302,BURGLARY,18
E01003302,DRUG OFFENCES,7
E01003302,MISCELLANEOUS CRIMES AGAINST SOCIETY,1
E01003302,POSSESSION OF WEAPONS,3
E01003302,PUBLIC ORDER OFFENCES,3
E01003302,ROBBERY,1
E01003302,THEFT,23
E01003302,VEHICLE OFFENCES,6
E01003302,VIOLENCE AGAINST THE PERSON,46
E01003303,ARSON AND CRIMINAL DAMAGE,35
E01003303,BURGLARY,33
E01003303,DRUG OFFENCES,41
E01003303,MISCELLANEOUS CRIMES AGAINST SOCIETY,6
E01003303,POSSESSION OF WEAPONS,4
E01003303,PUBLIC ORDER OFFENCES,41
E01003303,ROBBERY,51
E01003303,THEFT,136
E01003303,VEHICLE OFFENCES,22
E01003303,VIOLENCE AGAINST THE PERSON,138
E01003304,ARSON AND CRIMINAL DAMAGE,24
E01003304,BURGLARY,24
E01003304,DRUG OFFENCES,38
E01003304,MISCELLANEOUS CRIMES AGAINST SOCIETY,7
E01003304,POSSESSION OF WEAPONS,6
E01003304,PUBLIC ORDER OFFENCES,64
E01003304,ROBBERY,30
E01003304,THEFT,201
E01003304,VEHICLE OFFENCES,26
E01003304,VIOLENCE AGAINST THE PERSON,125
E01003305,ARSON AND CRIMINAL DAMAGE,14
E01003305,BURGLARY,7
E01003305,DRUG OFFENCES,5
E01003305,MISCELLANEOUS CRIMES AGAINST SOCIETY,0
E01003305,POSSESSION OF WEAPONS,0
E01003305,PUBLIC ORDER OFFENCES,9
E01003305,ROBBERY,2
E01003305,THEFT,24
E01003305,VEHICLE OFFENCES,8
E01003305,VIOLENCE AGAINST THE PERSON,54
E01003307,ARSON AND CRIMINAL DAMAGE,7
E01003307,BURGLARY,4
E01003307,DRUG OFFENCES,6
E01003307,MISCELLANEOUS CRIMES AGAINST SOCIETY,0
E01003307,POSSESSION OF WEAPONS,0
E01003307,PUBLIC ORDER OFFENCES,3
E01003307,THEFT,8
E01003307,VEHICLE OFFENCES,9
E01003307,VIOLENCE AGAINST THE PERSON,15
E01003308,ARSON AND CRIMINAL DAMAGE,7
E01003308,BURGLARY,9
E01003308,DRUG OFFENCES,13
E01003308,MISCELLANEOUS CRIMES AGAINST SOCIETY,2
E01003308,POSSESSION OF WEAPONS,1
E01003308,PUBLIC ORDER OFFENCES,5
E01003308,ROBBERY,2
E01003308,THEFT,16
E01003308,VEHICLE OFFENCES,13
E01003308,VIOLENCE AGAINST THE PERSON,39
E01003309,ARSON AND CRIMINAL DAMAGE,10
E01003309,BURGLARY,3
E01003309,DRUG OFFENCES,6
E01003309,MISCELLANEOUS CRIMES AGAINST SOCIETY,3
E01003309,PUBLIC ORDER OFFENCES,7
E01003309,ROBBERY,6
E01003309,THEFT,12
E01003309,VEHICLE OFFENCES,12
E01003309,VIOLENCE AGAINST THE PERSON,55
E01003310,ARSON AND CRIMINAL DAMAGE,13
E01003310,BURGLARY,5
E01003310,DRUG OFFENCES,6
E01003310,MISCELLANEOUS CRIMES AGAINST SOCIETY,3
E01003310,POSSESSION OF WEAPONS,2
E01003310,PUBLIC ORDER OFFENCES,4
E01003310,ROBBERY,1
E01003310,THEFT,15
E01003310,VEHICLE OFFENCES,19
E01003310,VIOLENCE AGAINST THE PERSON,61
E01003311,ARSON AND CRIMINAL DAMAGE,25
E01003311,BURGLARY,7
E01003311,DRUG OFFENCES,12
E01003311,MISCELLANEOUS CRIMES AGAINST SOCIETY,4
E01003311,POSSESSION OF WEAPONS,1
E01003311,PUBLIC ORDER OFFENCES,6
E01003311,ROBBERY,2
E01003311,THEFT,11
E01003311,VEHICLE OFFENCES,15
E01003311,VIOLENCE AGAINST THE PERSON,49
E01003312,ARSON AND CRIMINAL DAMAGE,9
E01003312,BURGLARY,3
E01003312,DRUG OFFENCES,6
E01003312,MISCELLANEOUS CRIMES AGAINST SOCIETY,0
E01003312,POSSESSION OF WEAPONS,1
E01003312,PUBLIC ORDER OFFENCES,3
E01003312,THEFT,13
E01003312,VEHICLE OFFENCES,30
E01003312,VIOLENCE AGAINST THE PERSON,20
E01003313,ARSON AND CRIMINAL DAMAGE,11
E01003313,BURGLARY,4
E01003313,DRUG OFFENCES,10
E01003313,MISCELLANEOUS CRIMES AGAINST SOCIETY,1
E01003313,POSSESSION OF WEAPONS,1
E01003313,PUBLIC ORDER OFFENCES,9
E01003313,ROBBERY,6
E01003313,THEFT,20
E01003313,VEHICLE OFFENCES,17
E01003313,VIOLENCE AGAINST THE PERSON,57
E01003314,ARSON AND CRIMINAL DAMAGE,3
E01003314,BURGLARY,13
E01003314,DRUG OFFENCES,2
E01003314,PUBLIC ORDER OFFENCES,3
E01003314,ROBBERY,1
E01003314,THEFT,13
E01003314,VEHICLE OFFENCES,17
E01003314,VIOLENCE AGAINST THE PERSON,17
E01003315,ARSON AND CRIMINAL DAMAGE,7
E01003315,BURGLARY,5
E01003315,DRUG OFFENCES,6
E01003315,MISCELLANEOUS CRIMES AGAINST SOCIETY,1
E01003315,POSSESSION OF WEAPONS,1
E01003315,PUBLIC ORDER OFFENCES,4
E01003315,ROBBERY,1
E01003315,THEFT,8
E01003315,VEHICLE OFFENCES,7
E01003315,VIOLENCE AGAINST THE PERSON,26
E01003316,ARSON AND CRIMINAL DAMAGE,12
E01003316,BURGLARY,7
E01003316,DRUG OFFENCES,2
E01003316,MISCELLANEOUS CRIMES AGAINST SOCIETY,1
E01003316,PUBLIC ORDER OFFENCES,5
E01003316,ROBBERY,1
E01003316,THEFT,5
E01003316,VEHICLE OFFENCES,14
E01003316,VIOLENCE AGAINST THE PERSON,19
E01003318,ARSON AND CRIMINAL DAMAGE,53
E01003318,BURGLARY,29
E01003318,DRUG OFFENCES,99
E01003318,MISCELLANEOUS CRIMES AGAINST SOCIETY,8
E01003318,POSSESSION OF WEAPONS,14
E01003318,PUBLIC ORDER OFFENCES,85
E01003318,ROBBERY,35
E01003318,THEFT,250
E01003318,VEHICLE OFFENCES,35
E01003318,VIOLENCE AGAINST THE PERSON,254
E01003319,ARSON AND CRIMINAL DAMAGE,15
E01003319,BURGLARY,14
E01003319,DRUG OFFENCES,19
E01003319,MISCELLANEOUS CRIMES AGAINST SOCIETY,7
E01003319,POSSESSION OF WEAPONS,4
E01003319,PUBLIC ORDER OFFENCES,15
E01003319,ROBBERY,4
E01003319,THEFT,26
E01003319,VEHICLE OFFENCES,13
E01003319,VIOLENCE AGAINST THE PERSON,89
E01003320,ARSON AND CRIMINAL DAMAGE,13
E01003320,BURGLARY,10
E01003320,DRUG OFFENCES,13
E01003320,MISCELLANEOUS CRIMES AGAINST SOCIETY,2
E01003320,POSSESSION OF WEAPONS,2
E01003320,PUBLIC ORDER OFFENCES,16
E01003320,ROBBERY,8
E01003320,THEFT,48
E01003320,VEHICLE OFFENCES,19
E01003320,VIOLENCE AGAINST THE PERSON,71
E01003321,ARSON AND CRIMINAL DAMAGE,19
E01003321,BURGLARY,12
E01003321,DRUG OFFENCES,5
E01003321,MISCELLANEOUS CRIMES AGAINST SOCIETY,3
E01003321,POSSESSION OF WEAPONS,3
E01003321,PUBLIC ORDER OFFENCES,16
E01003321,ROBBERY,0
E01003321,THEFT,21
E01003321,VEHICLE OFFENCES,9
E01003321,VIOLENCE AGAINST THE PERSON,75
E01003322,ARSON AND CRIMINAL DAMAGE,11
E01003322,BURGLARY,8
E01003322,DRUG OFFENCES,14
E01003322,MISCELLANEOUS CRIMES AGAINST SOCIETY,3
E01003322,POSSESSION OF WEAPONS,1
E01003322,PUBLIC ORDER OFFENCES,12
E01003322,ROBBERY,3
E01003322,THEFT,20
E01003322,VEHICLE OFFENCES,16
E01003322,VIOLENCE AGAINST THE PERSON,43
E01003323,ARSON AND CRIMINAL DAMAGE,10
E01003323,BURGLARY,6
E01003323,DRUG OFFENCES,8
E01003323,MISCELLANEOUS CRIMES AGAINST SOCIETY,3
E01003323,POSSESSION OF WEAPONS,2
E01003323,PUBLIC ORDER OFFENCES,2
E01003323,ROBBERY,1
E01003323,THEFT,18
E01003323,VEHICLE OFFENCES,17
E01003323,VIOLENCE AGAINST THE PERSON,39
E01003324,ARSON AND CRIMINAL DAMAGE,10
E01003324,BURGLARY,10
E01003324,DRUG OFFENCES,23
E01003324,MISCELLANEOUS CRIMES AGAINST SOCIETY,3
E01003324,POSSESSION OF WEAPONS,7
E01003324,PUBLIC ORDER OFFENCES,25
E01003324,ROBBERY,8
E01003324,THEFT,99
E01003324,VEHICLE OFFENCES,17
E01003324,VIOLENCE AGAINST THE PERSON,62
E01003325,ARSON AND CRIMINAL DAMAGE,30
E01003325,BURGLARY,5
E01003325,DRUG OFFENCES,16
E01003325,MISCELLANEOUS CRIMES AGAINST SOCIETY,6
E01003325,POSSESSION OF WEAPONS,2
E01003325,PUBLIC ORDER OFFENCES,12
E01003325,ROBBERY,9
E01003325,THEFT,40
E01003325,VEHICLE OFFENCES,14
E01003325,VIOLENCE AGAINST THE PERSON,74
E01003326,ARSON AND CRIMINAL DAMAGE,10
E01003326,BURGLARY,9
E01003326,DRUG OFFENCES,5
E01003326,MISCELLANEOUS CRIMES AGAINST SOCIETY,2
E01003326,POSSESSION OF WEAPONS,1
E01003326,PUBLIC ORDER OFFENCES,6
E01003326,ROBBERY,5
E01003326,THEFT,7
E01003326,VEHICLE OFFENCES,23
E01003326,VIOLENCE AGAINST THE PERSON,41
E01003327,ARSON AND CRIMINAL DAMAGE,13
E01003327,BURGLARY,7
E01003327,DRUG OFFENCES,9
E01003327,MISCELLANEOUS CRIMES AGAINST SOCIETY,4
E01003327,POSSESSION OF WEAPONS,1
E01003327,PUBLIC ORDER OFFENCES,25
E01003327,ROBBERY,8
E01003327,THEFT,77
E01003327,VEHICLE OFFENCES,31
E01003327,VIOLENCE AGAINST THE PERSON,56
E01003328,ARSON AND CRIMINAL DAMAGE,9
E01003328,BURGLARY,9
E01003328,DRUG OFFENCES,3
E01003328,MISCELLANEOUS CRIMES AGAINST SOCIETY,4
E01003328,POSSESSION OF WEAPONS,0
E01003328,PUBLIC ORDER OFFENCES,1
E01003328,ROBBERY,4
E01003328,THEFT,25
E01003328,VEHICLE OFFENCES,13
E01003328,VIOLENCE AGAINST THE PERSON,27
E01003329,ARSON AND CRIMINAL DAMAGE,7
E01003329,BURGLARY,6
E01003329,DRUG OFFENCES,3
E01003329,MISCELLANEOUS CRIMES AGAINST SOCIETY,3
E01003329,POSSESSION OF WEAPONS,1
E01003329,PUBLIC ORDER OFFENCES,5
E01003329,ROBBERY,4
E01003329,THEFT,10
E01003329,VEHICLE OFFENCES,22
E01003329,VIOLENCE AGAINST THE PERSON,17
E01003330,ARSON AND CRIMINAL DAMAGE,12
E01003330,BURGLARY,9
E01003330,DRUG OFFENCES,5
E01003330,MISCELLANEOUS CRIMES AGAINST SOCIETY,5
E01003330,POSSESSION OF WEAPONS,0
E01003330,PUBLIC ORDER OFFENCES,12
E01003330,ROBBERY,3
E01003330,THEFT,11
E01003330,VEHICLE OFFENCES,18
E01003330,VIOLENCE AGAINST THE PERSON,47
E01003331,ARSON AND CRIMINAL DAMAGE,9
E01003331,BURGLARY,7
E01003331,DRUG OFFENCES,7
E01003331,MISCELLANEOUS CRIMES AGAINST SOCIETY,1
E01003331,POSSESSION OF WEAPONS,0
E01003331,PUBLIC ORDER OFFENCES,4
E01003331,ROBBERY,2
E01003331,THEFT,12
E01003331,VEHICLE OFFENCES,17
E01003331,VIOLENCE AGAINST THE PERSON,46
E01003332,ARSON AND CRIMINAL DAMAGE,7
E01003332,BURGLARY,8
E01003332,DRUG OFFENCES,5
E01003332,MISCELLANEOUS CRIMES AGAINST SOCIETY,1
E01003332,PUBLIC ORDER OFFENCES,10
E01003332,ROBBERY,0
E01003332,THEFT,14
E01003332,VEHICLE OFFENCES,15
E01003332,VIOLENCE AGAINST THE PERSON,29
E01003333,ARSON AND CRIMINAL DAMAGE,9
E01003333,BURGLARY,5
E01003333,DRUG OFFENCES,11
E01003333,MISCELLANEOUS CRIMES AGAINST SOCIETY,0
E01003333,POSSESSION OF WEAPONS,1
E01003333,PUBLIC ORDER OFFENCES,8
E01003333,THEFT,8
E01003333,VEHICLE OFFENCES,23
E01003333,VIOLENCE AGAINST THE PERSON,46
E01003334,ARSON AND CRIMINAL DAMAGE,20
E01003334,BURGLARY,18
E01003334,DRUG OFFENCES,16
E01003334,MISCELLANEOUS CRIMES AGAINST SOCIETY,6
E01003334,POSSESSION OF WEAPONS,3
E01003334,PUBLIC ORDER OFFENCES,23
E01003334,ROBBERY,13
E01003334,THEFT,97
E01003334,VEHICLE OFFENCES,18
E01003334,VIOLENCE AGAINST THE PERSON,86
E01003335,ARSON AND CRIMINAL DAMAGE,9
E01003335,BURGLARY,3
E01003335,DRUG OFFENCES,9
E01003335,MISCELLANEOUS CRIMES AGAINST SOCIETY,2
E01003335,PUBLIC ORDER OFFENCES,6
E01003335,ROBBERY,0
E01003335,THEFT,14
E01003335,VEHICLE OFFENCES,21
E01003335,VIOLENCE AGAINST THE PERSON,42
E01003336,ARSON AND CRIMINAL DAMAGE,7
E01003336,BURGLARY,5
E01003336,DRUG OFFENCES,5
E01003336,MISCELLANEOUS CRIMES AGAINST SOCIETY,4
E01003336,POSSESSION OF WEAPONS,0
E01003336,PUBLIC ORDER OFFENCES,9
E01003336,ROBBERY,2
E01003336,THEFT,52
E01003336,VEHICLE OFFENCES,3
E01003336,VIOLENCE AGAINST THE PERSON,30
E01003337,ARSON AND CRIMINAL DAMAGE,19
E01003337,BURGLARY,4
E01003337,DRUG OFFENCES,23
E01003337,MISCELLANEOUS CRIMES AGAINST SOCIETY,2
E01003337,POSSESSION OF WEAPONS,3
E01003337,PUBLIC ORDER OFFENCES,13
E01003337,ROBBERY,5
E01003337,THEFT,14
E01003337,VEHICLE OFFENCES,9
E01003337,VIOLENCE AGAINST THE PERSON,46
E01003338,ARSON AND CRIMINAL DAMAGE,13
E01003338,BURGLARY,10
E01003338,DRUG OFFENCES,17
E01003338,MISCELLANEOUS CRIMES AGAINST SOCIETY,5
E01003338,POSSESSION OF WEAPONS,5
E01003338,PUBLIC ORDER OFFENCES,27
E01003338,ROBBERY,7
E01003338,THEFT,25
E01003338,VEHICLE OFFENCES,9
E01003338,VIOLENCE AGAINST THE PERSON,62
E01003339,ARSON AND CRIMINAL DAMAGE,17
E01003339,BURGLARY,12
E01003339,DRUG OFFENCES,10
E01003339,MISCELLANEOUS CRIMES AGAINST SOCIETY,5
E01003339,POSSESSION OF WEAPONS,1
E01003339,PUBLIC ORDER OFFENCES,1
E01003339,ROBBERY,3
E01003339,THEFT,13
E01003339,VEHICLE OFFENCES,9
E01003339,VIOLENCE AGAINST THE PERSON,47
E01003340,ARSON AND CRIMINAL DAMAGE,12
E01003340,BURGLARY,14
E01003340,DRUG OFFENCES,2
E01003340,MISCELLANEOUS CRIMES AGAINST SOCIETY,0
E01003340,POSSESSION OF WEAPONS,0
E01003340,PUBLIC ORDER OFFENCES,6
E01003340,ROBBERY,3
E01003340,THEFT,17
E01003340,VEHICLE OFFENCES,13
E01003340,VIOLENCE AGAINST THE PERSON,16
E01003341,ARSON AND CRIMINAL DAMAGE,8
E01003341,BURGLARY,6
E01003341,DRUG OFFENCES,5
E01003341,MISCELLANEOUS CRIMES AGAINST SOCIETY,1
E01003341,POSSESSION OF WEAPONS,2
E01003341,PUBLIC ORDER OFFENCES,3
E01003341,ROBBERY,2
E01003341,THEFT,11
E01003341,VEHICLE OFFENCES,11
E01003341,VIOLENCE AGAINST THE PERSON,29
E01003342,ARSON AND CRIMINAL DAMAGE,7
E01003342,BURGLARY,3
E01003342,DRUG OFFENCES,1
E01003342,MISCELLANEOUS CRIMES AGAINST SOCIETY,1
E01003342,POSSESSION OF WEAPONS,1
E01003342,PUBLIC ORDER OFFENCES,9
E01003342,ROBBERY,1
E01003342,THEFT,14
E01003342,VEHICLE OFFENCES,9
E01003342,VIOLENCE AGAINST THE PERSON,30
E01003343,ARSON AND CRIMINAL DAMAGE,4
E01003343,BURGLARY,6
E01003343,DRUG OFFENCES,6
E01003343,MISCELLANEOUS CRIMES AGAINST SOCIETY,0
E01003343,PUBLIC ORDER OFFENCES,3
E01003343,THEFT,9
E01003343,VEHICLE OFFENCES,8
E01003343,VIOLENCE AGAINST THE PERSON,22
E01003344,ARSON AND CRIMINAL DAMAGE,6
E01003344,BURGLARY,8
E01003344,DRUG OFFENCES,4
E01003344,MISCELLANEOUS CRIMES AGAINST SOCIETY,3
E01003344,POSSESSION OF WEAPONS,0
E01003344,PUBLIC ORDER OFFENCES,3
E01003344,ROBBERY,1
E01003344,THEFT,17
E01003344,VEHICLE OFFENCES,10
E01003344,VIOLENCE AGAINST THE PERSON,28
E01003345,ARSON AND CRIMINAL DAMAGE,6
E01003345,BURGLARY,8
E01003345,DRUG OFFENCES,10
E01003345,MISCELLANEOUS CRIMES AGAINST SOCIETY,3
E01003345,POSSESSION OF WEAPONS,1
E01003345,PUBLIC ORDER OFFENCES,11
E01003345,ROBBERY,4
E01003345,THEFT,25
E01003345,VEHICLE OFFENCES,13
E01003345,VIOLENCE AGAINST THE PERSON,30
E01003346,ARSON AND CRIMINAL DAMAGE,8
E01003346,BURGLARY,7
E01003346,DRUG OFFENCES,16
E01003346,MISCELLANEOUS CRIMES AGAINST SOCIETY,2
E01003346,POSSESSION OF WEAPONS,2
E01003346,PUBLIC ORDER OFFENCES,13
E01003346,ROBBERY,4
E01003346,THEFT,18
E01003346,VEHICLE OFFENCES,22
E01003346,VIOLENCE AGAINST THE PERSON,64
E01003347,ARSON AND CRIMINAL DAMAGE,3
E01003347,BURGLARY,2
E01003347,DRUG OFFENCES,5
E01003347,MISCELLANEOUS CRIMES AGAINST SOCIETY,3
E01003347,POSSESSION OF WEAPONS,1
E01003347,PUBLIC ORDER OFFENCES,12
E01003347,ROBBERY,3
E01003347,THEFT,9
E01003347,VEHICLE OFFENCES,21
E01003347,VIOLENCE AGAINST THE PERSON,85
E01003348,ARSON AND CRIMINAL DAMAGE,12
E01003348,BURGLARY,3
E01003348,DRUG OFFENCES,7
E01003348,MISCELLANEOUS CRIMES AGAINST SOCIETY,1
E01003348,POSSESSION OF WEAPONS,1
E01003348,PUBLIC ORDER OFFENCES,10
E01003348,ROBBERY,4
E01003348,THEFT,13
E01003348,VEHICLE OFFENCES,23
E01003348,VIOLENCE AGAINST THE PERSON,52
E01003349,ARSON AND CRIMINAL DAMAGE,6
E01003349,BURGLARY,1
E01003349,DRUG OFFENCES,2
E01003349,MISCELLANEOUS CRIMES AGAINST SOCIETY,2
E01003349,PUBLIC ORDER OFFENCES,2
E01003349,ROBBERY,2
E01003349,THEFT,10
E01003349,VEHICLE OFFENCES,9
E01003349,VIOLENCE AGAINST THE PERSON,50
E01003350,ARSON AND CRIMINAL DAMAGE,9
E01003350,BURGLARY,8
E01003350,DRUG OFFENCES,2
E01003350,MISCELLANEOUS CRIMES AGAINST SOCIETY,1
E01003350,PUBLIC ORDER OFFENCES,3
E01003350,ROBBERY,2
E01003350,THEFT,7
E01003350,VEHICLE OFFENCES,12
E01003350,VIOLENCE AGAINST THE PERSON,40
E01003351,ARSON AND CRIMINAL DAMAGE,12
E01003351,BURGLARY,4
E01003351,DRUG OFFENCES,21
E01003351,MISCELLANEOUS CRIMES AGAINST SOCIETY,2
E01003351,POSSESSION OF WEAPONS,0
E01003351,PUBLIC ORDER OFFENCES,7
E01003351,ROBBERY,1
E01003351,THEFT,11
E01003351,VEHICLE OFFENCES,11
E01003351,VIOLENCE AGAINST THE PERSON,50
E01003352,ARSON AND CRIMINAL DAMAGE,27
E01003352,BURGLARY,14
E01003352,DRUG OFFENCES,4
E01003352,MISCELLANEOUS CRIMES AGAINST SOCIETY,1
E01003352,POSSESSION OF WEAPONS,2
E01003352,PUBLIC ORDER OFFENCES,14
E01003352,ROBBERY,6
E01003352,THEFT,29
E01003352,VEHICLE OFFENCES,30
E01003352,VIOLENCE AGAINST THE PERSON,77
E01003353,ARSON AND CRIMINAL DAMAGE,6
E01003353,BURGLARY,7
E01003353,DRUG OFFENCES,11
E01003353,MISCELLANEOUS CRIMES AGAINST SOCIETY,1
E01003353,POSSESSION OF WEAPONS,1
E01003353,PUBLIC ORDER OFFENCES,9
E01003353,ROBBERY,8
E01003353,THEFT,92
E01003353,VEHICLE OFFENCES,25
E01003353,VIOLENCE AGAINST THE PERSON,42
E01003354,ARSON AND CRIMINAL DAMAGE,5
E01003354,BURGLARY,6
E01003354,DRUG OFFENCES,8
E01003354,MISCELLANEOUS CRIMES AGAINST SOCIETY,1
E01003354,POSSESSION OF WEAPONS,1
E01003354,PUBLIC ORDER OFFENCES,5
E01003354,ROBBERY,1
E01003354,THEFT,10
E01003354,VEHICLE OFFENCES,18
E01003354,VIOLENCE AGAINST THE PERSON,51
E01003355,ARSON AND CRIMINAL DAMAGE,7
E01003355,BURGLARY,10
E01003355,DRUG OFFENCES,3
E01003355,PUBLIC ORDER OFFENCES,20
E01003355,ROBBERY,1
E01003355,THEFT,27
E01003355,VEHICLE OFFENCES,5
E01003355,VIOLENCE AGAINST THE PERSON,27
E01003356,ARSON AND CRIMINAL DAMAGE,6
E01003356,BURGLARY,10
E01003356,DRUG OFFENCES,6
E01003356,MISCELLANEOUS CRIMES AGAINST SOCIETY,1
E01003356,POSSESSION OF WEAPONS,0
E01003356,PUBLIC ORDER OFFENCES,9
E01003356,ROBBERY,2
E01003356,THEFT,16
E01003356,VEHICLE OFFENCES,8
E01003356,VIOLENCE AGAINST THE PERSON,15
E01003357,ARSON AND CRIMINAL DAMAGE,19
E01003357,BURGLARY,15
E01003357,DRUG OFFENCES,6
E01003357,MISCELLANEOUS CRIMES AGAINST SOCIETY,3
E01003357,POSSESSION OF WEAPONS,0
E01003357,PUBLIC ORDER OFFENCES,16
E01003357,ROBBERY,2
E01003357,THEFT,20
E01003357,VEHICLE OFFENCES,19
E01003357,VIOLENCE AGAINST THE PERSON,45
E01003358,ARSON AND CRIMINAL DAMAGE,8
E01003358,BURGLARY,11
E01003358,DRUG OFFENCES,4
E01003358,MISCELLANEOUS CRIMES AGAINST SOCIETY,1
E01003358,POSSESSION OF WEAPONS,1
E01003358,PUBLIC ORDER OFFENCES,8
E01003358,ROBBERY,0
E01003358,THEFT,21
E01003358,VEHICLE OFFENCES,8
E01003358,VIOLENCE AGAINST THE PERSON,30
E01003359,ARSON AND CRIMINAL DAMAGE,9
E01003359,BURGLARY,12
E01003359,DRUG OFFENCES,5
E01003359,MISCELLANEOUS CRIMES AGAINST SOCIETY,1
E01003359,PUBLIC ORDER OFFENCES,6
E01003359,ROBBERY,0
E01003359,THEFT,13
E01003359,VEHICLE OFFENCES,16
E01003359,VIOLENCE AGAINST THE PERSON,39
E01003360,ARSON AND CRIMINAL DAMAGE,10
E01003360,BURGLARY,4
E01003360,DRUG OFFENCES,9
E01003360,MISCELLANEOUS CRIMES AGAINST SOCIETY,1
E01003360,PUBLIC ORDER OFFENCES,12
E01003360,ROBBERY,3
E01003360,THEFT,38
